PROJECTCOD,HOLEID,SAMPLEID,SAMPLETYPE,SapSubType,Point_Type,Dsptch_L_D,SmpDspDate,SmpRetDate,Lab_L_D,Labjobno,AnalysisLD,SampWt_g_D,Wtkg,Wtcru_dry_kg,Tot_Weight_CRU,Pass_2mm_pct,Rmnd_2mm_pct,WT_MinusFrac_CRU_g,WT_PlusFrac_CRU_g,Tot_Weight_PUL_g,Pass_75um_pct,Rmnd_75um_pct,WT_MinusFrac_PUL_g,WT_PlusFrac_PUL_g,Ag_ppm,Ag_ppm_GMD,Ag_ppm_LDD,Ag_ppm_UDD,Al_pct,Al_pct_GMD,Al_pct_LDD,Al_pct_UDD,As_ppm,As_ppm_GMD,As_ppm_LDD,As_ppm_UDD,Ba_ppm,Ba_ppm_GMD,Ba_ppm_LDD,Ba_ppm_UDD,Be_ppm,Be_ppm_GMD,Be_ppm_LDD,Be_ppm_UDD,Bi_ppm,Bi_ppm_GMD,Bi_ppm_LDD,Bi_ppm_UDD,Ca_pct,Ca_pct_GMD,Ca_pct_LDD,Ca_pct_UDD,Cd_ppm,Cd_ppm_GMD,Cd_ppm_LDD,Cd_ppm_UDD,Co_ppm,Co_ppm_GMD,Co_ppm_LDD,Co_ppm_UDD,Cr_ppm,Cr_ppm_GMD,Cr_ppm_LDD,Cr_ppm_UDD,Cu_ppm,Cu_ppm_GMD,Cu_ppm_LDD,Cu_ppm_UDD,Fe_pct,Fe_pct_GMD,Fe_pct_LDD,Fe_pct_UDD,K_pct,K_pct_GMD,K_pct_LDD,K_pct_UDD,La_ppm,La_ppm_GMD,La_ppm_LDD,La_ppm_UDD,Li_ppm,Li_ppm_GMD,Li_ppm_LDD,Li_ppm_UDD,Mg_pct,Mg_pct_GMD,Mg_pct_LDD,Mg_pct_UDD,Mn_ppm,Mn_ppm_GMD,Mn_ppm_LDD,Mn_ppm_UDD,Mo_ppm,Mo_ppm_GMD,Mo_ppm_LDD,Mo_ppm_UDD,Na_pct,Na_pct_GMD,Na_pct_LDD,Na_pct_UDD,Ni_ppm,Ni_ppm_GMD,Ni_ppm_LDD,Ni_ppm_UDD,P_pct,P_pct_GMD,P_pct_LDD,P_pct_UDD,Pb_ppm,Pb_ppm_GMD,Pb_ppm_LDD,Pb_ppm_UDD,S_pct,S_pct_GMD,S_pct_LDD,S_pct_UDD,Sb_ppm,Sb_ppm_GMD,Sb_ppm_LDD,Sb_ppm_UDD,Sc_ppm,Sc_ppm_GMD,Sc_ppm_LDD,Sc_ppm_UDD,Sn_ppm,Sn_ppm_GMD,Sn_ppm_LDD,Sn_ppm_UDD,Sr_ppm,Sr_ppm_GMD,Sr_ppm_LDD,Sr_ppm_UDD,Ti_pct,Ti_pct_GMD,Ti_pct_LDD,Ti_pct_UDD,V_ppm,V_ppm_GMD,V_ppm_LDD,V_ppm_UDD,W_ppm,W_ppm_GMD,W_ppm_LDD,W_ppm_UDD,Y_ppm,Y_ppm_GMD,Y_ppm_LDD,Y_ppm_UDD,Zn_ppm,Zn_ppm_GMD,Zn_ppm_LDD,Zn_ppm_UDD,Zr_ppm,Zr_ppm_GMD,Zr_ppm_LDD,Zr_ppm_UDD,Ag_ppm_AAS42S,Ag_ppm_AAS42S_GMD,Ag_ppm_AAS42S_LDD,Ag_ppm_AAS42S_UDD,Cu_pct,Cu_pct_GMD,Cu_pct_LDD,Cu_pct_UDD
Tannenberg Copper Project,,PAL01613,Core,Drill Core,Drillhole,TR2502687     131             376,08-Nov-25,14-Nov-25,TR2502687,TR2502687     131             376,,0.31,0.31,0.31,,,,,,,,,,,<2,ICP40B,2,10,2.20,ICP40B,0.01,15,11,ICP40B,3,10000,350,ICP40B,1,10000,0.6,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,2,ICP40B,1,10000,4,ICP40B,1,10000,16,ICP40B,1,10000,58.2,ICP40B,0.5,10000,1.56,ICP40B,0.01,15,0.76,ICP40B,0.01,15,10.5,ICP40B,0.5,10000,41,ICP40B,1,10000,5.95,ICP40B,0.01,15,6437,ICP40B,2,10000,<1,ICP40B,1,10000,0.31,ICP40B,0.01,15,15,ICP40B,1,10000,0.02,ICP40B,0.01,15,567,ICP40B,2,10000,0.75,ICP40B,0.01,5,<5,ICP40B,5,10000,3.0,ICP40B,0.5,10000,<10,ICP40B,10,10000,697,ICP40B,0.5,5000,0.08,ICP40B,0.01,15,20,ICP40B,2,10000,<10,ICP40B,10,10000,8.6,ICP40B,0.5,10000,780,ICP40B,1,10000,28.9,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,PAL01614,Core,Drill Core,Drillhole,TR2502687     131             376,08-Nov-25,14-Nov-25,TR2502687,TR2502687     131             376,,0.60,0.60,0.60,,,,,,,,,,,<2,ICP40B,2,10,3.42,ICP40B,0.01,15,19,ICP40B,3,10000,138,ICP40B,1,10000,1.2,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,2,ICP40B,1,10000,6,ICP40B,1,10000,25,ICP40B,1,10000,152,ICP40B,0.5,10000,1.19,ICP40B,0.01,15,1.34,ICP40B,0.01,15,12.5,ICP40B,0.5,10000,64,ICP40B,1,10000,1.78,ICP40B,0.01,15,2717,ICP40B,2,10000,<1,ICP40B,1,10000,0.40,ICP40B,0.01,15,25,ICP40B,1,10000,0.03,ICP40B,0.01,15,705,ICP40B,2,10000,0.61,ICP40B,0.01,5,<5,ICP40B,5,10000,4.9,ICP40B,0.5,10000,<10,ICP40B,10,10000,580,ICP40B,0.5,5000,0.13,ICP40B,0.01,15,31,ICP40B,2,10000,<10,ICP40B,10,10000,9.1,ICP40B,0.5,10000,804,ICP40B,1,10000,41.2,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,*DUP-PAL01614,Core,Drill Core,Drillhole,TR2502687     131             376,08-Nov-25,14-Nov-25,TR2502687,TR2502687     131             376,,0.00,0.00,0.00,,,,,,,,,,,<2,ICP40B,2,10,3.49,ICP40B,0.01,15,21,ICP40B,3,10000,144,ICP40B,1,10000,1.2,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,2,ICP40B,1,10000,7,ICP40B,1,10000,25,ICP40B,1,10000,159,ICP40B,0.5,10000,1.22,ICP40B,0.01,15,1.36,ICP40B,0.01,15,13.1,ICP40B,0.5,10000,66,ICP40B,1,10000,1.83,ICP40B,0.01,15,2779,ICP40B,2,10000,1,ICP40B,1,10000,0.39,ICP40B,0.01,15,25,ICP40B,1,10000,0.03,ICP40B,0.01,15,761,ICP40B,2,10000,0.62,ICP40B,0.01,5,<5,ICP40B,5,10000,4.9,ICP40B,0.5,10000,<10,ICP40B,10,10000,574,ICP40B,0.5,5000,0.13,ICP40B,0.01,15,31,ICP40B,2,10000,<10,ICP40B,10,10000,9.2,ICP40B,0.5,10000,845,ICP40B,1,10000,43.0,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,PAL01615,Core,Drill Core,Drillhole,TR2502687     131             376,08-Nov-25,14-Nov-25,TR2502687,TR2502687     131             376,,0.39,0.39,0.39,,,,,,,,,,,<2,ICP40B,2,10,2.49,ICP40B,0.01,15,17,ICP40B,3,10000,150,ICP40B,1,10000,0.9,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,1,ICP40B,1,10000,5,ICP40B,1,10000,26,ICP40B,1,10000,126,ICP40B,0.5,10000,1.24,ICP40B,0.01,15,1.00,ICP40B,0.01,15,10.2,ICP40B,0.5,10000,51,ICP40B,1,10000,2.58,ICP40B,0.01,15,3847,ICP40B,2,10000,<1,ICP40B,1,10000,0.22,ICP40B,0.01,15,19,ICP40B,1,10000,0.02,ICP40B,0.01,15,796,ICP40B,2,10000,0.80,ICP40B,0.01,5,<5,ICP40B,5,10000,3.8,ICP40B,0.5,10000,<10,ICP40B,10,10000,663,ICP40B,0.5,5000,0.09,ICP40B,0.01,15,25,ICP40B,2,10000,<10,ICP40B,10,10000,8.2,ICP40B,0.5,10000,506,ICP40B,1,10000,27.1,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,PAL01616,Core,Drill Core,Drillhole,TR2502687     131             376,08-Nov-25,14-Nov-25,TR2502687,TR2502687     131             376,,0.46,0.46,0.46,,,,,,,,,,,<2,ICP40B,2,10,2.89,ICP40B,0.01,15,13,ICP40B,3,10000,110,ICP40B,1,10000,1.1,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,1,ICP40B,1,10000,5,ICP40B,1,10000,24,ICP40B,1,10000,59.1,ICP40B,0.5,10000,1.33,ICP40B,0.01,15,1.19,ICP40B,0.01,15,9.9,ICP40B,0.5,10000,57,ICP40B,1,10000,2.74,ICP40B,0.01,15,3863,ICP40B,2,10000,<1,ICP40B,1,10000,0.24,ICP40B,0.01,15,20,ICP40B,1,10000,0.03,ICP40B,0.01,15,474,ICP40B,2,10000,0.82,ICP40B,0.01,5,<5,ICP40B,5,10000,4.3,ICP40B,0.5,10000,<10,ICP40B,10,10000,700,ICP40B,0.5,5000,0.10,ICP40B,0.01,15,28,ICP40B,2,10000,<10,ICP40B,10,10000,7.7,ICP40B,0.5,10000,543,ICP40B,1,10000,28.5,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,PAL01617,Core,Drill Core,Drillhole,TR2502687     131             376,08-Nov-25,14-Nov-25,TR2502687,TR2502687     131             376,,0.37,0.37,0.37,,,,,,,,,,,<2,ICP40B,2,10,2.78,ICP40B,0.01,15,18,ICP40B,3,10000,255,ICP40B,1,10000,0.9,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,7,ICP40B,1,10000,22,ICP40B,1,10000,50.8,ICP40B,0.5,10000,1.13,ICP40B,0.01,15,1.05,ICP40B,0.01,15,11.6,ICP40B,0.5,10000,53,ICP40B,1,10000,1.34,ICP40B,0.01,15,2835,ICP40B,2,10000,<1,ICP40B,1,10000,0.33,ICP40B,0.01,15,23,ICP40B,1,10000,0.03,ICP40B,0.01,15,927,ICP40B,2,10000,0.54,ICP40B,0.01,5,<5,ICP40B,5,10000,4.1,ICP40B,0.5,10000,<10,ICP40B,10,10000,2241,ICP40B,0.5,5000,0.10,ICP40B,0.01,15,26,ICP40B,2,10000,<10,ICP40B,10,10000,9.1,ICP40B,0.5,10000,285,ICP40B,1,10000,33.7,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,PAL01618,Core,Drill Core,Drillhole,TR2502687     131             376,08-Nov-25,14-Nov-25,TR2502687,TR2502687     131             376,,0.89,0.89,0.89,,,,,,,,,,,<2,ICP40B,2,10,2.73,ICP40B,0.01,15,18,ICP40B,3,10000,248,ICP40B,1,10000,0.8,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,8,ICP40B,1,10000,23,ICP40B,1,10000,73.5,ICP40B,0.5,10000,1.12,ICP40B,0.01,15,0.96,ICP40B,0.01,15,12.9,ICP40B,0.5,10000,50,ICP40B,1,10000,1.18,ICP40B,0.01,15,2917,ICP40B,2,10000,5,ICP40B,1,10000,0.39,ICP40B,0.01,15,22,ICP40B,1,10000,0.03,ICP40B,0.01,15,374,ICP40B,2,10000,0.45,ICP40B,0.01,5,<5,ICP40B,5,10000,3.9,ICP40B,0.5,10000,<10,ICP40B,10,10000,1897,ICP40B,0.5,5000,0.11,ICP40B,0.01,15,28,ICP40B,2,10000,<10,ICP40B,10,10000,10.3,ICP40B,0.5,10000,34,ICP40B,1,10000,37.1,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,PAL01619,Core,Drill Core,Drillhole,TR2502687     131             376,08-Nov-25,14-Nov-25,TR2502687,TR2502687     131             376,,0.82,0.82,0.82,,,,,,,,,,,<2,ICP40B,2,10,3.85,ICP40B,0.01,15,18,ICP40B,3,10000,189,ICP40B,1,10000,1.3,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,7,ICP40B,1,10000,28,ICP40B,1,10000,103,ICP40B,0.5,10000,1.23,ICP40B,0.01,15,1.39,ICP40B,0.01,15,16.3,ICP40B,0.5,10000,71,ICP40B,1,10000,0.95,ICP40B,0.01,15,2037,ICP40B,2,10000,<1,ICP40B,1,10000,0.54,ICP40B,0.01,15,28,ICP40B,1,10000,0.03,ICP40B,0.01,15,255,ICP40B,2,10000,0.33,ICP40B,0.01,5,<5,ICP40B,5,10000,5.4,ICP40B,0.5,10000,<10,ICP40B,10,10000,1677,ICP40B,0.5,5000,0.16,ICP40B,0.01,15,38,ICP40B,2,10000,<10,ICP40B,10,10000,11.3,ICP40B,0.5,10000,42,ICP40B,1,10000,54.1,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,PAL01620,Core,Drill Core,Drillhole,TR2502687     131             376,08-Nov-25,14-Nov-25,TR2502687,TR2502687     131             376,,0.76,0.76,0.76,,,,,,,,,,,<2,ICP40B,2,10,4.08,ICP40B,0.01,15,19,ICP40B,3,10000,175,ICP40B,1,10000,1.4,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,7,ICP40B,1,10000,28,ICP40B,1,10000,134,ICP40B,0.5,10000,1.29,ICP40B,0.01,15,1.49,ICP40B,0.01,15,17.6,ICP40B,0.5,10000,75,ICP40B,1,10000,0.95,ICP40B,0.01,15,1903,ICP40B,2,10000,<1,ICP40B,1,10000,0.54,ICP40B,0.01,15,28,ICP40B,1,10000,0.03,ICP40B,0.01,15,230,ICP40B,2,10000,0.27,ICP40B,0.01,5,<5,ICP40B,5,10000,5.8,ICP40B,0.5,10000,<10,ICP40B,10,10000,1338,ICP40B,0.5,5000,0.17,ICP40B,0.01,15,38,ICP40B,2,10000,<10,ICP40B,10,10000,11.6,ICP40B,0.5,10000,42,ICP40B,1,10000,55.1,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,PAL01621,Core,Drill Core,Drillhole,TR2502687     131             376,08-Nov-25,14-Nov-25,TR2502687,TR2502687     131             376,,0.59,0.59,0.59,,,,,,,,,,,<2,ICP40B,2,10,5.09,ICP40B,0.01,15,23,ICP40B,3,10000,206,ICP40B,1,10000,1.8,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,9,ICP40B,1,10000,33,ICP40B,1,10000,221,ICP40B,0.5,10000,1.60,ICP40B,0.01,15,1.93,ICP40B,0.01,15,21.0,ICP40B,0.5,10000,94,ICP40B,1,10000,1.02,ICP40B,0.01,15,2168,ICP40B,2,10000,<1,ICP40B,1,10000,0.58,ICP40B,0.01,15,35,ICP40B,1,10000,0.04,ICP40B,0.01,15,156,ICP40B,2,10000,0.29,ICP40B,0.01,5,<5,ICP40B,5,10000,7.2,ICP40B,0.5,10000,<10,ICP40B,10,10000,1058,ICP40B,0.5,5000,0.21,ICP40B,0.01,15,48,ICP40B,2,10000,<10,ICP40B,10,10000,14.4,ICP40B,0.5,10000,44,ICP40B,1,10000,64.3,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,PAL01622,Core,Drill Core,Drillhole,TR2502687     131             376,08-Nov-25,14-Nov-25,TR2502687,TR2502687     131             376,,0.59,0.59,0.59,,,,,,,,,,,<2,ICP40B,2,10,3.62,ICP40B,0.01,15,21,ICP40B,3,10000,152,ICP40B,1,10000,1.3,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,8,ICP40B,1,10000,22,ICP40B,1,10000,251,ICP40B,0.5,10000,1.32,ICP40B,0.01,15,1.32,ICP40B,0.01,15,15.3,ICP40B,0.5,10000,67,ICP40B,1,10000,0.76,ICP40B,0.01,15,2292,ICP40B,2,10000,<1,ICP40B,1,10000,0.39,ICP40B,0.01,15,28,ICP40B,1,10000,0.03,ICP40B,0.01,15,46,ICP40B,2,10000,0.36,ICP40B,0.01,5,<5,ICP40B,5,10000,5.3,ICP40B,0.5,10000,<10,ICP40B,10,10000,864,ICP40B,0.5,5000,0.13,ICP40B,0.01,15,33,ICP40B,2,10000,<10,ICP40B,10,10000,11.7,ICP40B,0.5,10000,38,ICP40B,1,10000,39.7,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,PAL01623,Core,Drill Core,Drillhole,TR2502687     131             376,08-Nov-25,14-Nov-25,TR2502687,TR2502687     131             376,,0.52,0.52,0.52,,,,,,,,,,,<2,ICP40B,2,10,3.91,ICP40B,0.01,15,22,ICP40B,3,10000,247,ICP40B,1,10000,1.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,10,ICP40B,1,10000,24,ICP40B,1,10000,380,ICP40B,0.5,10000,1.34,ICP40B,0.01,15,1.49,ICP40B,0.01,15,16.2,ICP40B,0.5,10000,72,ICP40B,1,10000,0.77,ICP40B,0.01,15,2081,ICP40B,2,10000,3,ICP40B,1,10000,0.43,ICP40B,0.01,15,29,ICP40B,1,10000,0.03,ICP40B,0.01,15,19,ICP40B,2,10000,0.43,ICP40B,0.01,5,<5,ICP40B,5,10000,5.6,ICP40B,0.5,10000,<10,ICP40B,10,10000,1859,ICP40B,0.5,5000,0.15,ICP40B,0.01,15,36,ICP40B,2,10000,<10,ICP40B,10,10000,12.7,ICP40B,0.5,10000,32,ICP40B,1,10000,45.1,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,PAL01624,Core,Drill Core,Drillhole,TR2502687     131             376,08-Nov-25,14-Nov-25,TR2502687,TR2502687     131             376,,0.60,0.60,0.60,,,,,,,,,,,<2,ICP40B,2,10,4.32,ICP40B,0.01,15,15,ICP40B,3,10000,169,ICP40B,1,10000,1.7,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,7,ICP40B,1,10000,25,ICP40B,1,10000,326,ICP40B,0.5,10000,1.38,ICP40B,0.01,15,1.62,ICP40B,0.01,15,18.4,ICP40B,0.5,10000,80,ICP40B,1,10000,0.85,ICP40B,0.01,15,2248,ICP40B,2,10000,<1,ICP40B,1,10000,0.52,ICP40B,0.01,15,29,ICP40B,1,10000,0.03,ICP40B,0.01,15,30,ICP40B,2,10000,0.25,ICP40B,0.01,5,5,ICP40B,5,10000,6.4,ICP40B,0.5,10000,<10,ICP40B,10,10000,874,ICP40B,0.5,5000,0.17,ICP40B,0.01,15,37,ICP40B,2,10000,<10,ICP40B,10,10000,15.0,ICP40B,0.5,10000,34,ICP40B,1,10000,56.6,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,PAL01625,Core,Drill Core,Drillhole,TR2502687     131             376,08-Nov-25,14-Nov-25,TR2502687,TR2502687     131             376,,0.63,0.63,0.63,,,,,,,,,,,<2,ICP40B,2,10,5.98,ICP40B,0.01,15,16,ICP40B,3,10000,169,ICP40B,1,10000,2.4,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,8,ICP40B,1,10000,42,ICP40B,1,10000,654,ICP40B,0.5,10000,1.85,ICP40B,0.01,15,2.38,ICP40B,0.01,15,23.2,ICP40B,0.5,10000,108,ICP40B,1,10000,0.99,ICP40B,0.01,15,1899,ICP40B,2,10000,<1,ICP40B,1,10000,0.58,ICP40B,0.01,15,39,ICP40B,1,10000,0.04,ICP40B,0.01,15,29,ICP40B,2,10000,0.25,ICP40B,0.01,5,<5,ICP40B,5,10000,8.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,256,ICP40B,0.5,5000,0.23,ICP40B,0.01,15,56,ICP40B,2,10000,<10,ICP40B,10,10000,16.2,ICP40B,0.5,10000,49,ICP40B,1,10000,69.5,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,PAL01626,Core,Drill Core,Drillhole,TR2502687     131             376,08-Nov-25,14-Nov-25,TR2502687,TR2502687     131             376,,0.45,0.45,0.45,,,,,,,,,,,<2,ICP40B,2,10,5.88,ICP40B,0.01,15,21,ICP40B,3,10000,170,ICP40B,1,10000,2.3,ICP40B,0.5,2500,<5,ICP40B,5,10000,14.7,ICP40B,0.01,15,<1,ICP40B,1,10000,10,ICP40B,1,10000,39,ICP40B,1,10000,679,ICP40B,0.5,10000,1.83,ICP40B,0.01,15,2.25,ICP40B,0.01,15,24.8,ICP40B,0.5,10000,101,ICP40B,1,10000,0.92,ICP40B,0.01,15,1852,ICP40B,2,10000,<1,ICP40B,1,10000,0.66,ICP40B,0.01,15,42,ICP40B,1,10000,0.04,ICP40B,0.01,15,14,ICP40B,2,10000,0.31,ICP40B,0.01,5,<5,ICP40B,5,10000,8.3,ICP40B,0.5,10000,<10,ICP40B,10,10000,230,ICP40B,0.5,5000,0.23,ICP40B,0.01,15,54,ICP40B,2,10000,<10,ICP40B,10,10000,16.6,ICP40B,0.5,10000,63,ICP40B,1,10000,75.1,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,PAL01627,Core,Drill Core,Drillhole,TR2502687     131             376,08-Nov-25,14-Nov-25,TR2502687,TR2502687     131             376,,0.41,0.41,0.41,,,,,,,,,,,<2,ICP40B,2,10,6.40,ICP40B,0.01,15,15,ICP40B,3,10000,201,ICP40B,1,10000,2.6,ICP40B,0.5,2500,<5,ICP40B,5,10000,12.8,ICP40B,0.01,15,<1,ICP40B,1,10000,8,ICP40B,1,10000,36,ICP40B,1,10000,310,ICP40B,0.5,10000,2.01,ICP40B,0.01,15,2.48,ICP40B,0.01,15,27.5,ICP40B,0.5,10000,108,ICP40B,1,10000,0.99,ICP40B,0.01,15,1798,ICP40B,2,10000,<1,ICP40B,1,10000,0.71,ICP40B,0.01,15,42,ICP40B,1,10000,0.05,ICP40B,0.01,15,15,ICP40B,2,10000,0.23,ICP40B,0.01,5,<5,ICP40B,5,10000,9.1,ICP40B,0.5,10000,<10,ICP40B,10,10000,234,ICP40B,0.5,5000,0.26,ICP40B,0.01,15,62,ICP40B,2,10000,<10,ICP40B,10,10000,18.8,ICP40B,0.5,10000,67,ICP40B,1,10000,83.5,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,PAL01628,Core,Drill Core,Drillhole,TR2502687     131             376,08-Nov-25,14-Nov-25,TR2502687,TR2502687     131             376,,0.52,0.52,0.52,,,,,,,,,,,<2,ICP40B,2,10,7.07,ICP40B,0.01,15,8,ICP40B,3,10000,226,ICP40B,1,10000,2.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,10.0,ICP40B,0.01,15,<1,ICP40B,1,10000,6,ICP40B,1,10000,29,ICP40B,1,10000,364,ICP40B,0.5,10000,2.10,ICP40B,0.01,15,2.62,ICP40B,0.01,15,33.2,ICP40B,0.5,10000,113,ICP40B,1,10000,1.02,ICP40B,0.01,15,1628,ICP40B,2,10000,<1,ICP40B,1,10000,0.89,ICP40B,0.01,15,42,ICP40B,1,10000,0.05,ICP40B,0.01,15,13,ICP40B,2,10000,0.11,ICP40B,0.01,5,<5,ICP40B,5,10000,9.8,ICP40B,0.5,10000,<10,ICP40B,10,10000,182,ICP40B,0.5,5000,0.28,ICP40B,0.01,15,62,ICP40B,2,10000,<10,ICP40B,10,10000,21.1,ICP40B,0.5,10000,90,ICP40B,1,10000,101,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,PAL01629,Core,Drill Core,Drillhole,TR2502687     131             376,08-Nov-25,14-Nov-25,TR2502687,TR2502687     131             376,,0.67,0.67,0.67,,,,,,,,,,,<2,ICP40B,2,10,7.40,ICP40B,0.01,15,42,ICP40B,3,10000,743,ICP40B,1,10000,2.6,ICP40B,0.5,2500,<5,ICP40B,5,10000,6.55,ICP40B,0.01,15,<1,ICP40B,1,10000,8,ICP40B,1,10000,39,ICP40B,1,10000,749,ICP40B,0.5,10000,2.18,ICP40B,0.01,15,2.71,ICP40B,0.01,15,33.0,ICP40B,0.5,10000,107,ICP40B,1,10000,2.12,ICP40B,0.01,15,1978,ICP40B,2,10000,<1,ICP40B,1,10000,0.99,ICP40B,0.01,15,42,ICP40B,1,10000,0.05,ICP40B,0.01,15,458,ICP40B,2,10000,0.67,ICP40B,0.01,5,5,ICP40B,5,10000,10.1,ICP40B,0.5,10000,<10,ICP40B,10,10000,798,ICP40B,0.5,5000,0.31,ICP40B,0.01,15,68,ICP40B,2,10000,<10,ICP40B,10,10000,18.9,ICP40B,0.5,10000,111,ICP40B,1,10000,110,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,PAL01630,Core,Drill Core,Drillhole,TR2502687     131             376,08-Nov-25,14-Nov-25,TR2502687,TR2502687     131             376,,0.41,0.41,0.41,,,,,,,,,,,5,ICP40B,2,10,4.64,ICP40B,0.01,15,46,ICP40B,3,10000,639,ICP40B,1,10000,1.8,ICP40B,0.5,2500,<5,ICP40B,5,10000,12.7,ICP40B,0.01,15,<1,ICP40B,1,10000,6,ICP40B,1,10000,24,ICP40B,1,10000,3211,ICP40B,0.5,10000,2.23,ICP40B,0.01,15,1.79,ICP40B,0.01,15,19.2,ICP40B,0.5,10000,72,ICP40B,1,10000,5.42,ICP40B,0.01,15,3729,ICP40B,2,10000,<1,ICP40B,1,10000,0.53,ICP40B,0.01,15,26,ICP40B,1,10000,0.04,ICP40B,0.01,15,18,ICP40B,2,10000,2.41,ICP40B,0.01,5,<5,ICP40B,5,10000,6.6,ICP40B,0.5,10000,<10,ICP40B,10,10000,667,ICP40B,0.5,5000,0.18,ICP40B,0.01,15,53,ICP40B,2,10000,<10,ICP40B,10,10000,12.0,ICP40B,0.5,10000,44,ICP40B,1,10000,57.6,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,PAL01631,Core,Drill Core,Drillhole,TR2502687     131             376,08-Nov-25,14-Nov-25,TR2502687,TR2502687     131             376,,0.29,0.29,0.29,500.0,81.00,19.00,405.0,95.0,20.0,85.50,14.50,17.1,2.9,>10,ICP40B,2,10,4.83,ICP40B,0.01,15,85,ICP40B,3,10000,670,ICP40B,1,10000,1.8,ICP40B,0.5,2500,<5,ICP40B,5,10000,11.2,ICP40B,0.01,15,<1,ICP40B,1,10000,17,ICP40B,1,10000,41,ICP40B,1,10000,>10000,ICP40B,0.5,10000,2.64,ICP40B,0.01,15,1.67,ICP40B,0.01,15,22.5,ICP40B,0.5,10000,73,ICP40B,1,10000,5.12,ICP40B,0.01,15,3630,ICP40B,2,10000,3,ICP40B,1,10000,0.63,ICP40B,0.01,15,44,ICP40B,1,10000,0.03,ICP40B,0.01,15,22,ICP40B,2,10000,1.59,ICP40B,0.01,5,<5,ICP40B,5,10000,7.0,ICP40B,0.5,10000,<10,ICP40B,10,10000,1661,ICP40B,0.5,5000,0.18,ICP40B,0.01,15,76,ICP40B,2,10000,<10,ICP40B,10,10000,14.5,ICP40B,0.5,10000,85,ICP40B,1,10000,64.5,ICP40B,0.5,10000,17,AAS42S,5,500,1.43,AAS42S,0.001,50
