PROJECTCOD,HOLEID,SAMPLEID,SAMPLETYPE,SapSubType,Point_Type,Dsptch_L_D,SmpDspDate,SmpRetDate,Lab_L_D,Labjobno,AnalysisLD,SampWt_g_D,Wtkg,Wtcru_dry_kg,Tot_Weight_CRU,Pass_2mm_pct,Rmnd_2mm_pct,WT_MinusFrac_CRU_g,WT_PlusFrac_CRU_g,Tot_Weight_PUL_g,Pass_75um_pct,Rmnd_75um_pct,WT_MinusFrac_PUL_g,WT_PlusFrac_PUL_g,Ag_ppm,Ag_ppm_GMD,Ag_ppm_LDD,Ag_ppm_UDD,Al_pct,Al_pct_GMD,Al_pct_LDD,Al_pct_UDD,As_ppm,As_ppm_GMD,As_ppm_LDD,As_ppm_UDD,Ba_ppm,Ba_ppm_GMD,Ba_ppm_LDD,Ba_ppm_UDD,Be_ppm,Be_ppm_GMD,Be_ppm_LDD,Be_ppm_UDD,Bi_ppm,Bi_ppm_GMD,Bi_ppm_LDD,Bi_ppm_UDD,Ca_pct,Ca_pct_GMD,Ca_pct_LDD,Ca_pct_UDD,Cd_ppm,Cd_ppm_GMD,Cd_ppm_LDD,Cd_ppm_UDD,Co_ppm,Co_ppm_GMD,Co_ppm_LDD,Co_ppm_UDD,Cr_ppm,Cr_ppm_GMD,Cr_ppm_LDD,Cr_ppm_UDD,Cu_ppm,Cu_ppm_GMD,Cu_ppm_LDD,Cu_ppm_UDD,Fe_pct,Fe_pct_GMD,Fe_pct_LDD,Fe_pct_UDD,K_pct,K_pct_GMD,K_pct_LDD,K_pct_UDD,La_ppm,La_ppm_GMD,La_ppm_LDD,La_ppm_UDD,Li_ppm,Li_ppm_GMD,Li_ppm_LDD,Li_ppm_UDD,Mg_pct,Mg_pct_GMD,Mg_pct_LDD,Mg_pct_UDD,Mn_ppm,Mn_ppm_GMD,Mn_ppm_LDD,Mn_ppm_UDD,Mo_ppm,Mo_ppm_GMD,Mo_ppm_LDD,Mo_ppm_UDD,Na_pct,Na_pct_GMD,Na_pct_LDD,Na_pct_UDD,Ni_ppm,Ni_ppm_GMD,Ni_ppm_LDD,Ni_ppm_UDD,P_pct,P_pct_GMD,P_pct_LDD,P_pct_UDD,Pb_ppm,Pb_ppm_GMD,Pb_ppm_LDD,Pb_ppm_UDD,S_pct,S_pct_GMD,S_pct_LDD,S_pct_UDD,Sb_ppm,Sb_ppm_GMD,Sb_ppm_LDD,Sb_ppm_UDD,Sc_ppm,Sc_ppm_GMD,Sc_ppm_LDD,Sc_ppm_UDD,Sn_ppm,Sn_ppm_GMD,Sn_ppm_LDD,Sn_ppm_UDD,Sr_ppm,Sr_ppm_GMD,Sr_ppm_LDD,Sr_ppm_UDD,Ti_pct,Ti_pct_GMD,Ti_pct_LDD,Ti_pct_UDD,V_ppm,V_ppm_GMD,V_ppm_LDD,V_ppm_UDD,W_ppm,W_ppm_GMD,W_ppm_LDD,W_ppm_UDD,Y_ppm,Y_ppm_GMD,Y_ppm_LDD,Y_ppm_UDD,Zn_ppm,Zn_ppm_GMD,Zn_ppm_LDD,Zn_ppm_UDD,Zr_ppm,Zr_ppm_GMD,Zr_ppm_LDD,Zr_ppm_UDD,Ag_ppm_AAS42S,Ag_ppm_AAS42S_GMD,Ag_ppm_AAS42S_LDD,Ag_ppm_AAS42S_UDD,Cu_pct,Cu_pct_GMD,Cu_pct_LDD,Cu_pct_UDD,Pb_pct,Pb_pct_GMD,Pb_pct_LDD,Pb_pct_UDD,Zn_pct,Zn_pct_GMD,Zn_pct_LDD,Zn_pct_UDD
Tannenberg Copper Project,,PAL01359,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,1.32,1.32,1.32,,,,,,,,,,,<2,ICP40B,2,10,5.84,ICP40B,0.01,15,11,ICP40B,3,10000,458,ICP40B,1,10000,2.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,0.47,ICP40B,0.01,15,<1,ICP40B,1,10000,3,ICP40B,1,10000,22,ICP40B,1,10000,120,ICP40B,0.5,10000,1.13,ICP40B,0.01,15,3.54,ICP40B,0.01,15,30.4,ICP40B,0.5,10000,46,ICP40B,1,10000,0.49,ICP40B,0.01,15,228,ICP40B,2,10000,<1,ICP40B,1,10000,0.71,ICP40B,0.01,15,9,ICP40B,1,10000,0.04,ICP40B,0.01,15,16,ICP40B,2,10000,0.02,ICP40B,0.01,5,<5,ICP40B,5,10000,5.6,ICP40B,0.5,10000,<10,ICP40B,10,10000,91.0,ICP40B,0.5,5000,0.16,ICP40B,0.01,15,68,ICP40B,2,10000,<10,ICP40B,10,10000,9.7,ICP40B,0.5,10000,25,ICP40B,1,10000,62.9,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01360,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,1.06,1.06,1.06,,,,,,,,,,,<2,ICP40B,2,10,2.99,ICP40B,0.01,15,<3,ICP40B,3,10000,1093,ICP40B,1,10000,0.7,ICP40B,0.5,2500,<5,ICP40B,5,10000,1.24,ICP40B,0.01,15,<1,ICP40B,1,10000,2,ICP40B,1,10000,5,ICP40B,1,10000,18.6,ICP40B,0.5,10000,0.68,ICP40B,0.01,15,2.83,ICP40B,0.01,15,7.2,ICP40B,0.5,10000,26,ICP40B,1,10000,0.31,ICP40B,0.01,15,385,ICP40B,2,10000,<1,ICP40B,1,10000,0.63,ICP40B,0.01,15,5,ICP40B,1,10000,0.03,ICP40B,0.01,15,17,ICP40B,2,10000,0.03,ICP40B,0.01,5,<5,ICP40B,5,10000,1.1,ICP40B,0.5,10000,<10,ICP40B,10,10000,138,ICP40B,0.5,5000,0.04,ICP40B,0.01,15,10,ICP40B,2,10000,<10,ICP40B,10,10000,7.5,ICP40B,0.5,10000,12,ICP40B,1,10000,26.7,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01361,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,0.83,0.83,0.83,,,,,,,,,,,<2,ICP40B,2,10,4.68,ICP40B,0.01,15,<3,ICP40B,3,10000,551,ICP40B,1,10000,0.8,ICP40B,0.5,2500,<5,ICP40B,5,10000,0.99,ICP40B,0.01,15,<1,ICP40B,1,10000,1,ICP40B,1,10000,5,ICP40B,1,10000,6.8,ICP40B,0.5,10000,0.57,ICP40B,0.01,15,3.10,ICP40B,0.01,15,10.1,ICP40B,0.5,10000,26,ICP40B,1,10000,0.31,ICP40B,0.01,15,350,ICP40B,2,10000,<1,ICP40B,1,10000,0.68,ICP40B,0.01,15,4,ICP40B,1,10000,0.04,ICP40B,0.01,15,17,ICP40B,2,10000,0.02,ICP40B,0.01,5,<5,ICP40B,5,10000,1.6,ICP40B,0.5,10000,<10,ICP40B,10,10000,88.8,ICP40B,0.5,5000,0.05,ICP40B,0.01,15,12,ICP40B,2,10000,<10,ICP40B,10,10000,7.1,ICP40B,0.5,10000,10,ICP40B,1,10000,32.6,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01362,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,1.28,1.28,1.28,,,,,,,,,,,<2,ICP40B,2,10,3.22,ICP40B,0.01,15,<3,ICP40B,3,10000,685,ICP40B,1,10000,0.6,ICP40B,0.5,2500,<5,ICP40B,5,10000,1.05,ICP40B,0.01,15,<1,ICP40B,1,10000,1,ICP40B,1,10000,5,ICP40B,1,10000,5.5,ICP40B,0.5,10000,0.55,ICP40B,0.01,15,2.85,ICP40B,0.01,15,7.3,ICP40B,0.5,10000,30,ICP40B,1,10000,0.26,ICP40B,0.01,15,318,ICP40B,2,10000,<1,ICP40B,1,10000,0.59,ICP40B,0.01,15,4,ICP40B,1,10000,0.03,ICP40B,0.01,15,22,ICP40B,2,10000,0.02,ICP40B,0.01,5,<5,ICP40B,5,10000,1.0,ICP40B,0.5,10000,<10,ICP40B,10,10000,93.0,ICP40B,0.5,5000,0.03,ICP40B,0.01,15,8,ICP40B,2,10000,<10,ICP40B,10,10000,6.5,ICP40B,0.5,10000,9,ICP40B,1,10000,25.3,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01363,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,0.80,0.80,0.80,,,,,,,,,,,<2,ICP40B,2,10,3.56,ICP40B,0.01,15,<3,ICP40B,3,10000,2252,ICP40B,1,10000,0.6,ICP40B,0.5,2500,<5,ICP40B,5,10000,2.12,ICP40B,0.01,15,1,ICP40B,1,10000,1,ICP40B,1,10000,4,ICP40B,1,10000,7.5,ICP40B,0.5,10000,0.64,ICP40B,0.01,15,2.71,ICP40B,0.01,15,6.6,ICP40B,0.5,10000,24,ICP40B,1,10000,0.38,ICP40B,0.01,15,507,ICP40B,2,10000,<1,ICP40B,1,10000,0.55,ICP40B,0.01,15,3,ICP40B,1,10000,0.03,ICP40B,0.01,15,117,ICP40B,2,10000,0.10,ICP40B,0.01,5,<5,ICP40B,5,10000,0.8,ICP40B,0.5,10000,<10,ICP40B,10,10000,305,ICP40B,0.5,5000,0.03,ICP40B,0.01,15,8,ICP40B,2,10000,<10,ICP40B,10,10000,7.7,ICP40B,0.5,10000,15,ICP40B,1,10000,21.8,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01364,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,0.45,0.45,0.45,,,,,,,,,,,<2,ICP40B,2,10,3.89,ICP40B,0.01,15,<3,ICP40B,3,10000,948,ICP40B,1,10000,0.6,ICP40B,0.5,2500,<5,ICP40B,5,10000,2.87,ICP40B,0.01,15,<1,ICP40B,1,10000,1,ICP40B,1,10000,4,ICP40B,1,10000,5.6,ICP40B,0.5,10000,0.79,ICP40B,0.01,15,2.62,ICP40B,0.01,15,8.3,ICP40B,0.5,10000,19,ICP40B,1,10000,0.34,ICP40B,0.01,15,770,ICP40B,2,10000,<1,ICP40B,1,10000,0.53,ICP40B,0.01,15,4,ICP40B,1,10000,0.03,ICP40B,0.01,15,19,ICP40B,2,10000,0.03,ICP40B,0.01,5,<5,ICP40B,5,10000,1.0,ICP40B,0.5,10000,<10,ICP40B,10,10000,155,ICP40B,0.5,5000,0.03,ICP40B,0.01,15,9,ICP40B,2,10000,<10,ICP40B,10,10000,9.4,ICP40B,0.5,10000,12,ICP40B,1,10000,24.7,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01365,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,0.99,0.99,0.99,,,,,,,,,,,<2,ICP40B,2,10,3.78,ICP40B,0.01,15,4,ICP40B,3,10000,407,ICP40B,1,10000,1.2,ICP40B,0.5,2500,<5,ICP40B,5,10000,1.23,ICP40B,0.01,15,<1,ICP40B,1,10000,2,ICP40B,1,10000,8,ICP40B,1,10000,4.4,ICP40B,0.5,10000,1.06,ICP40B,0.01,15,2.70,ICP40B,0.01,15,16.6,ICP40B,0.5,10000,27,ICP40B,1,10000,0.31,ICP40B,0.01,15,366,ICP40B,2,10000,<1,ICP40B,1,10000,0.65,ICP40B,0.01,15,5,ICP40B,1,10000,0.04,ICP40B,0.01,15,14,ICP40B,2,10000,0.01,ICP40B,0.01,5,<5,ICP40B,5,10000,2.2,ICP40B,0.5,10000,<10,ICP40B,10,10000,67.5,ICP40B,0.5,5000,0.10,ICP40B,0.01,15,18,ICP40B,2,10000,<10,ICP40B,10,10000,8.4,ICP40B,0.5,10000,14,ICP40B,1,10000,52.7,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01366,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,0.80,0.80,0.80,500.0,76.60,23.40,383.0,117.0,20.0,85.00,15.00,17.0,3.0,<2,ICP40B,2,10,4.35,ICP40B,0.01,15,4,ICP40B,3,10000,533,ICP40B,1,10000,1.2,ICP40B,0.5,2500,<5,ICP40B,5,10000,1.76,ICP40B,0.01,15,<1,ICP40B,1,10000,2,ICP40B,1,10000,10,ICP40B,1,10000,4.0,ICP40B,0.5,10000,0.92,ICP40B,0.01,15,2.82,ICP40B,0.01,15,15.3,ICP40B,0.5,10000,27,ICP40B,1,10000,0.33,ICP40B,0.01,15,488,ICP40B,2,10000,<1,ICP40B,1,10000,0.62,ICP40B,0.01,15,5,ICP40B,1,10000,0.04,ICP40B,0.01,15,12,ICP40B,2,10000,0.01,ICP40B,0.01,5,<5,ICP40B,5,10000,2.1,ICP40B,0.5,10000,<10,ICP40B,10,10000,91.7,ICP40B,0.5,5000,0.08,ICP40B,0.01,15,19,ICP40B,2,10000,<10,ICP40B,10,10000,8.6,ICP40B,0.5,10000,12,ICP40B,1,10000,47.0,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01367,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,1.45,1.45,1.45,,,,,,,,,,,<2,ICP40B,2,10,0.56,ICP40B,0.01,15,<3,ICP40B,3,10000,16,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,<1,ICP40B,1,10000,2,ICP40B,1,10000,4.2,ICP40B,0.5,10000,0.52,ICP40B,0.01,15,0.18,ICP40B,0.01,15,3.6,ICP40B,0.5,10000,11,ICP40B,1,10000,11.6,ICP40B,0.01,15,729,ICP40B,2,10000,<1,ICP40B,1,10000,0.03,ICP40B,0.01,15,<1,ICP40B,1,10000,<0.01,ICP40B,0.01,15,11,ICP40B,2,10000,0.04,ICP40B,0.01,5,<5,ICP40B,5,10000,0.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,31.3,ICP40B,0.5,5000,0.01,ICP40B,0.01,15,<2,ICP40B,2,10000,<10,ICP40B,10,10000,3.2,ICP40B,0.5,10000,70,ICP40B,1,10000,10.0,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01368,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,1.16,1.16,1.16,,,,,,,,,,,<2,ICP40B,2,10,3.42,ICP40B,0.01,15,<3,ICP40B,3,10000,916,ICP40B,1,10000,0.6,ICP40B,0.5,2500,<5,ICP40B,5,10000,1.81,ICP40B,0.01,15,<1,ICP40B,1,10000,1,ICP40B,1,10000,5,ICP40B,1,10000,3.6,ICP40B,0.5,10000,0.70,ICP40B,0.01,15,2.78,ICP40B,0.01,15,7.1,ICP40B,0.5,10000,29,ICP40B,1,10000,0.27,ICP40B,0.01,15,541,ICP40B,2,10000,<1,ICP40B,1,10000,0.59,ICP40B,0.01,15,4,ICP40B,1,10000,0.03,ICP40B,0.01,15,16,ICP40B,2,10000,0.02,ICP40B,0.01,5,<5,ICP40B,5,10000,0.9,ICP40B,0.5,10000,<10,ICP40B,10,10000,123,ICP40B,0.5,5000,0.03,ICP40B,0.01,15,8,ICP40B,2,10000,<10,ICP40B,10,10000,6.9,ICP40B,0.5,10000,8,ICP40B,1,10000,23.1,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,*DUP-PAL01368,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,0.00,0.00,0.00,,,,,,,,,,,<2,ICP40B,2,10,3.27,ICP40B,0.01,15,<3,ICP40B,3,10000,821,ICP40B,1,10000,0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,1.60,ICP40B,0.01,15,<1,ICP40B,1,10000,<1,ICP40B,1,10000,4,ICP40B,1,10000,3.2,ICP40B,0.5,10000,0.62,ICP40B,0.01,15,2.86,ICP40B,0.01,15,6.3,ICP40B,0.5,10000,26,ICP40B,1,10000,0.24,ICP40B,0.01,15,478,ICP40B,2,10000,<1,ICP40B,1,10000,0.52,ICP40B,0.01,15,3,ICP40B,1,10000,0.03,ICP40B,0.01,15,14,ICP40B,2,10000,0.03,ICP40B,0.01,5,<5,ICP40B,5,10000,0.8,ICP40B,0.5,10000,<10,ICP40B,10,10000,122,ICP40B,0.5,5000,0.03,ICP40B,0.01,15,7,ICP40B,2,10000,<10,ICP40B,10,10000,6.0,ICP40B,0.5,10000,7,ICP40B,1,10000,19.0,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01369,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,1.09,1.09,1.09,,,,,,,,,,,<2,ICP40B,2,10,4.38,ICP40B,0.01,15,<3,ICP40B,3,10000,724,ICP40B,1,10000,0.8,ICP40B,0.5,2500,<5,ICP40B,5,10000,2.40,ICP40B,0.01,15,<1,ICP40B,1,10000,1,ICP40B,1,10000,8,ICP40B,1,10000,3.7,ICP40B,0.5,10000,0.74,ICP40B,0.01,15,2.94,ICP40B,0.01,15,9.7,ICP40B,0.5,10000,23,ICP40B,1,10000,0.31,ICP40B,0.01,15,582,ICP40B,2,10000,<1,ICP40B,1,10000,0.69,ICP40B,0.01,15,3,ICP40B,1,10000,0.04,ICP40B,0.01,15,17,ICP40B,2,10000,0.02,ICP40B,0.01,5,6,ICP40B,5,10000,1.3,ICP40B,0.5,10000,<10,ICP40B,10,10000,119,ICP40B,0.5,5000,0.05,ICP40B,0.01,15,11,ICP40B,2,10000,<10,ICP40B,10,10000,8.1,ICP40B,0.5,10000,9,ICP40B,1,10000,30.0,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01370,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,1.10,1.10,1.10,,,,,,,,,,,<2,ICP40B,2,10,4.16,ICP40B,0.01,15,<3,ICP40B,3,10000,549,ICP40B,1,10000,0.7,ICP40B,0.5,2500,<5,ICP40B,5,10000,3.66,ICP40B,0.01,15,<1,ICP40B,1,10000,1,ICP40B,1,10000,4,ICP40B,1,10000,3.3,ICP40B,0.5,10000,0.56,ICP40B,0.01,15,2.67,ICP40B,0.01,15,8.9,ICP40B,0.5,10000,21,ICP40B,1,10000,0.28,ICP40B,0.01,15,778,ICP40B,2,10000,<1,ICP40B,1,10000,0.55,ICP40B,0.01,15,3,ICP40B,1,10000,0.03,ICP40B,0.01,15,16,ICP40B,2,10000,0.02,ICP40B,0.01,5,<5,ICP40B,5,10000,1.1,ICP40B,0.5,10000,<10,ICP40B,10,10000,107,ICP40B,0.5,5000,0.03,ICP40B,0.01,15,9,ICP40B,2,10000,<10,ICP40B,10,10000,8.5,ICP40B,0.5,10000,9,ICP40B,1,10000,25.6,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01371,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,0.68,0.68,0.68,,,,,,,,,,,<2,ICP40B,2,10,3.97,ICP40B,0.01,15,3,ICP40B,3,10000,570,ICP40B,1,10000,0.8,ICP40B,0.5,2500,<5,ICP40B,5,10000,1.15,ICP40B,0.01,15,<1,ICP40B,1,10000,2,ICP40B,1,10000,7,ICP40B,1,10000,2.9,ICP40B,0.5,10000,1.14,ICP40B,0.01,15,2.70,ICP40B,0.01,15,9.3,ICP40B,0.5,10000,29,ICP40B,1,10000,0.25,ICP40B,0.01,15,406,ICP40B,2,10000,<1,ICP40B,1,10000,0.54,ICP40B,0.01,15,4,ICP40B,1,10000,0.03,ICP40B,0.01,15,16,ICP40B,2,10000,0.02,ICP40B,0.01,5,<5,ICP40B,5,10000,1.1,ICP40B,0.5,10000,<10,ICP40B,10,10000,94.7,ICP40B,0.5,5000,0.04,ICP40B,0.01,15,11,ICP40B,2,10000,<10,ICP40B,10,10000,6.6,ICP40B,0.5,10000,12,ICP40B,1,10000,28.3,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01372,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,0.85,0.85,0.85,,,,,,,,,,,<2,ICP40B,2,10,3.53,ICP40B,0.01,15,4,ICP40B,3,10000,541,ICP40B,1,10000,0.7,ICP40B,0.5,2500,<5,ICP40B,5,10000,4.94,ICP40B,0.01,15,<1,ICP40B,1,10000,2,ICP40B,1,10000,6,ICP40B,1,10000,3.7,ICP40B,0.5,10000,0.81,ICP40B,0.01,15,2.02,ICP40B,0.01,15,9.4,ICP40B,0.5,10000,29,ICP40B,1,10000,0.21,ICP40B,0.01,15,1017,ICP40B,2,10000,<1,ICP40B,1,10000,0.67,ICP40B,0.01,15,4,ICP40B,1,10000,0.03,ICP40B,0.01,15,14,ICP40B,2,10000,0.02,ICP40B,0.01,5,<5,ICP40B,5,10000,1.7,ICP40B,0.5,10000,<10,ICP40B,10,10000,118,ICP40B,0.5,5000,0.05,ICP40B,0.01,15,14,ICP40B,2,10000,<10,ICP40B,10,10000,10.2,ICP40B,0.5,10000,10,ICP40B,1,10000,27.2,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01373,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,1.09,1.09,1.09,,,,,,,,,,,<2,ICP40B,2,10,3.66,ICP40B,0.01,15,3,ICP40B,3,10000,406,ICP40B,1,10000,0.7,ICP40B,0.5,2500,<5,ICP40B,5,10000,5.22,ICP40B,0.01,15,<1,ICP40B,1,10000,2,ICP40B,1,10000,6,ICP40B,1,10000,3.7,ICP40B,0.5,10000,0.89,ICP40B,0.01,15,2.04,ICP40B,0.01,15,10.5,ICP40B,0.5,10000,20,ICP40B,1,10000,0.23,ICP40B,0.01,15,908,ICP40B,2,10000,<1,ICP40B,1,10000,0.71,ICP40B,0.01,15,4,ICP40B,1,10000,0.03,ICP40B,0.01,15,12,ICP40B,2,10000,0.02,ICP40B,0.01,5,<5,ICP40B,5,10000,1.7,ICP40B,0.5,10000,<10,ICP40B,10,10000,111,ICP40B,0.5,5000,0.06,ICP40B,0.01,15,12,ICP40B,2,10000,<10,ICP40B,10,10000,10.5,ICP40B,0.5,10000,11,ICP40B,1,10000,33.0,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01374,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,2.11,2.11,2.11,,,,,,,,,,,<2,ICP40B,2,10,4.25,ICP40B,0.01,15,7,ICP40B,3,10000,291,ICP40B,1,10000,1.1,ICP40B,0.5,2500,<5,ICP40B,5,10000,5.45,ICP40B,0.01,15,<1,ICP40B,1,10000,3,ICP40B,1,10000,18,ICP40B,1,10000,4.7,ICP40B,0.5,10000,1.40,ICP40B,0.01,15,1.89,ICP40B,0.01,15,17.0,ICP40B,0.5,10000,25,ICP40B,1,10000,0.31,ICP40B,0.01,15,882,ICP40B,2,10000,1,ICP40B,1,10000,0.90,ICP40B,0.01,15,9,ICP40B,1,10000,0.03,ICP40B,0.01,15,12,ICP40B,2,10000,0.02,ICP40B,0.01,5,<5,ICP40B,5,10000,3.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,104,ICP40B,0.5,5000,0.10,ICP40B,0.01,15,28,ICP40B,2,10000,<10,ICP40B,10,10000,10.8,ICP40B,0.5,10000,19,ICP40B,1,10000,42.2,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01375,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,2.22,2.22,2.22,,,,,,,,,,,<2,ICP40B,2,10,4.69,ICP40B,0.01,15,5,ICP40B,3,10000,441,ICP40B,1,10000,1.3,ICP40B,0.5,2500,<5,ICP40B,5,10000,4.81,ICP40B,0.01,15,<1,ICP40B,1,10000,3,ICP40B,1,10000,15,ICP40B,1,10000,3.7,ICP40B,0.5,10000,1.26,ICP40B,0.01,15,2.47,ICP40B,0.01,15,16.2,ICP40B,0.5,10000,28,ICP40B,1,10000,0.34,ICP40B,0.01,15,1131,ICP40B,2,10000,<1,ICP40B,1,10000,0.76,ICP40B,0.01,15,7,ICP40B,1,10000,0.02,ICP40B,0.01,15,16,ICP40B,2,10000,0.02,ICP40B,0.01,5,<5,ICP40B,5,10000,2.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,115,ICP40B,0.5,5000,0.07,ICP40B,0.01,15,22,ICP40B,2,10000,<10,ICP40B,10,10000,11.3,ICP40B,0.5,10000,19,ICP40B,1,10000,36.4,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01376,Core,Drill Core,Drillhole,TR2502684     133             392,08-Nov-25,14-Nov-25,TR2502684,TR2502684     133             392,,0.69,0.69,0.69,,,,,,,,,,,<2,ICP40B,2,10,4.83,ICP40B,0.01,15,7,ICP40B,3,10000,606,ICP40B,1,10000,1.4,ICP40B,0.5,2500,<5,ICP40B,5,10000,4.24,ICP40B,0.01,15,<1,ICP40B,1,10000,3,ICP40B,1,10000,7,ICP40B,1,10000,5.1,ICP40B,0.5,10000,1.11,ICP40B,0.01,15,2.94,ICP40B,0.01,15,15.0,ICP40B,0.5,10000,28,ICP40B,1,10000,0.34,ICP40B,0.01,15,733,ICP40B,2,10000,<1,ICP40B,1,10000,0.74,ICP40B,0.01,15,6,ICP40B,1,10000,0.02,ICP40B,0.01,15,15,ICP40B,2,10000,0.02,ICP40B,0.01,5,<5,ICP40B,5,10000,2.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,135,ICP40B,0.5,5000,0.07,ICP40B,0.01,15,21,ICP40B,2,10000,<10,ICP40B,10,10000,11.4,ICP40B,0.5,10000,14,ICP40B,1,10000,44.9,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5
