fid,HoleID,From,To,SampleID,Length_mm,Cu_pc,mid_x,mid_y,mid_z,PROJECTCOD,PNTPROSPC,HOLEID,SAMPLEID,SAMPLETYPE,SapSubType,Point_Type,SF_Observe,WGS84_CALX,WGS84_CALY,WGS84_CALZ,CoordSurv,SurvInstr,SampleDate,SAMPLEDBY,Lith1,Lith2,LT_Color1,LT_Color2,Lith_Desc,Alt_Assbl1,Alt1,Alt2,Alt3,Alt_Desc,MN_Miner_1,MN_Miner_2,MN_Miner_3,Min_Desc,Lab_L_D,Dsptch_L_D,SmpDspDate,Labjobno,SmpRetDate,AnalysisLD,GenerMeth,SampWt_g_D,RecvdWt_g,Ag_ppm,Ag_ppm_GMD,Ag_ppm_LDD,Ag_ppm_UDD,Co_ppm,Co_ppm_GMD,Co_ppm_LDD,Co_ppm_UDD,Cu_ppm,Cu_ppm_GMD,Cu_ppm_LDD,Cu_ppm_UDD,Fe_pct,Fe_pct_GMD,Fe_pct_LDD,Fe_pct_UDD,Ni_ppm,Ni_ppm_GMD,Ni_ppm_LDD,Ni_ppm_UDD,Pb_ppm,Pb_ppm_GMD,Pb_ppm_LDD,Pb_ppm_UDD,Zn_ppm,Zn_ppm_GMD,Zn_ppm_LDD,Zn_ppm_UDD
422,Rohrbach,522.512,522.54,18259,28,0.023,4339608.76,5643831.92,-295.5873754,Tannenberg Copper Project,,Rohrbach,18259,Core,Drill Core,Drillhole,,9.7180577,50.9074886,-295.5873754,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,226,,,,,,,,,,,,100,,,,36,,,
423,Rohrbach,522.54,522.563,18258,23,0.049,4339608.76,5643831.92,-295.6128754,Tannenberg Copper Project,,Rohrbach,18258,Core,Drill Core,Drillhole,,9.7180577,50.9074886,-295.6128754,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,488,,,,,,,,,,,,127,,,,68,,,
424,Rohrbach,522.563,522.592,18257,29,0.061,4339608.76,5643831.92,-295.6388754,Tannenberg Copper Project,,Rohrbach,18257,Core,Drill Core,Drillhole,,9.7180577,50.9074886,-295.6388754,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,608,,,,,,,,,,,,109,,,,60,,,
425,Rohrbach,522.592,522.617,18256,25,0.07,4339608.76,5643831.92,-295.6658754,Tannenberg Copper Project,,Rohrbach,18256,Core,Drill Core,Drillhole,,9.7180577,50.9074886,-295.6658754,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,700,,,,,,,,,,,,100,,,,43,,,
426,Rohrbach,522.617,522.63,18255,13,0.178,4339608.76,5643831.92,-295.6848754,Tannenberg Copper Project,,Rohrbach,18255,Core,Drill Core,Drillhole,,9.7180577,50.9074886,-295.6848754,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,1780,,,,,,,,,,,,118,,,,100,,,
427,Rohrbach,522.63,522.684,18254,54,0.148,4339608.76,5643831.92,-295.7183754,Tannenberg Copper Project,,Rohrbach,18254,Core,Drill Core,Drillhole,,9.7180577,50.9074886,-295.7183754,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1480,,,,,,,,,,,,100,,,,74,,,
428,Rohrbach,522.684,522.694,18253,10,0.254,4339608.76,5643831.92,-295.7503754,Tannenberg Copper Project,,Rohrbach,18253,Core,Drill Core,Drillhole,,9.7180577,50.9074886,-295.7503754,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,2540,,,,,,,,,,,,73,,,,210,,,
429,Rohrbach,522.694,522.722,18252,28,0.095,4339608.76,5643831.92,-295.7693754,Tannenberg Copper Project,,Rohrbach,18252,Core,Drill Core,Drillhole,,9.7180577,50.9074886,-295.7693754,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,950,,,,,,,,,,,,82,,,,76,,,
430,Rohrbach,522.722,522.743,18251,21,0.031,4339608.76,5643831.92,-295.7938754,Tannenberg Copper Project,,Rohrbach,18251,Core,Drill Core,Drillhole,,9.7180577,50.9074886,-295.7938754,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,312,,,,,,,,,,,,73,,,,49,,,
431,Rohrbach,522.743,522.753,18250,10,0.033,4339608.76,5643831.92,-295.8093754,Tannenberg Copper Project,,Rohrbach,18250,Core,Drill Core,Drillhole,,9.7180577,50.9074886,-295.8093754,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,326,,,,,,,,,,,,91,,,,51,,,
432,Rohrbach,522.753,522.78,18249,27,0.025,4339608.76,5643831.92,-295.8278754,Tannenberg Copper Project,,Rohrbach,18249,Core,Drill Core,Drillhole,,9.7180577,50.9074886,-295.8278754,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,254,,,,,,,,,,,,73,,,,55,,,
433,Rohrbach,522.905,523,18247,95,1.53,4339608.76,5643831.92,-296.0138754,Tannenberg Copper Project,,Rohrbach,18247,Core,Drill Core,Drillhole,,9.7180577,50.9074886,-296.0138754,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,15300,,,,,,,,,,,,245,,,,1400,,,
434,Ro18,208,208.5,Ro18-001,,0.022,4348389.352,5647549.174,30.71611419,Tannenberg Copper Project,,Ro18,Ro18-001,Core,Drill Core,Drillhole,,9.841258,50.9432515,30.71611419,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,5,,,,220,,,,,,,,40,,,,1100,,,,950,,,
435,Ro18,208.5,209,Ro18-002,,0.042,4348389.352,5647549.174,30.21611419,Tannenberg Copper Project,,Ro18,Ro18-002,Core,Drill Core,Drillhole,,9.841258,50.9432515,30.21611419,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,8,,,,420,,,,,,,,35,,,,1500,,,,3100,,,
436,Ro18,209,209.5,Ro18-003,,0.013,4348389.352,5647549.174,29.71611419,Tannenberg Copper Project,,Ro18,Ro18-003,Core,Drill Core,Drillhole,,9.841258,50.9432515,29.71611419,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,5,,,,130,,,,,,,,40,,,,5200,,,,11000,,,
437,Ro18,209.5,210,Ro18-004,,0.9,4348389.352,5647549.174,29.21611419,Tannenberg Copper Project,,Ro18,Ro18-004,Core,Drill Core,Drillhole,,9.841258,50.9432515,29.21611419,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,30,,,,9000,,,,,,,,100,,,,7000,,,,11000,,,
438,Ro18,210,210.25,Ro18-005,,7.2,4348389.352,5647549.174,28.84111419,Tannenberg Copper Project,,Ro18,Ro18-005,Core,Drill Core,Drillhole,,9.841258,50.9432515,28.84111419,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,130,,,,72000,,,,,,,,150,,,,300,,,,230,,,
439,Ro18,210.25,210.53,Ro18-006,,8.6,4348389.352,5647549.174,28.57611419,Tannenberg Copper Project,,Ro18,Ro18-006,Core,Drill Core,Drillhole,,9.841258,50.9432515,28.57611419,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,325,,,,86000,,,,,,,,330,,,,80,,,,90,,,
440,Ro18,210.53,210.76,Ro18-007,,3.3,4348389.352,5647549.174,28.32111419,Tannenberg Copper Project,,Ro18,Ro18-007,Core,Drill Core,Drillhole,,9.841258,50.9432515,28.32111419,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,130,,,,33000,,,,,,,,65,,,,50,,,,280,,,
441,Ro18,210.76,211,Ro18-008,,0.3,4348389.352,5647549.174,28.08611419,Tannenberg Copper Project,,Ro18,Ro18-008,Core,Drill Core,Drillhole,,9.841258,50.9432515,28.08611419,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,160,,,,3000,,,,,,,,5,,,,20,,,,60,,,
442,Ro18,211,211.5,Ro18-009,,0.24,4348389.352,5647549.174,27.71611419,Tannenberg Copper Project,,Ro18,Ro18-009,Core,Drill Core,Drillhole,,9.841258,50.9432515,27.71611419,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,12,,,,2400,,,,,,,,5,,,,100,,,,160,,,
443,Ro18,211.5,212,Ro18-010,,0.047,4348389.352,5647549.174,27.21611419,Tannenberg Copper Project,,Ro18,Ro18-010,Core,Drill Core,Drillhole,,9.841258,50.9432515,27.21611419,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,5,,,,470,,,,,,,,5,,,,10,,,,10,,,
444,Ro18,212,212.5,Ro18-011,,0.07,4348389.352,5647549.174,26.71611419,Tannenberg Copper Project,,Ro18,Ro18-011,Core,Drill Core,Drillhole,,9.841258,50.9432515,26.71611419,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,-5,,,,700,,,,,,,,5,,,,-10,,,,40,,,
445,Ro18,212.5,213,Ro18-012,,0.045,4348389.352,5647549.174,26.21611419,Tannenberg Copper Project,,Ro18,Ro18-012,Core,Drill Core,Drillhole,,9.841258,50.9432515,26.21611419,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,-5,,,,450,,,,,,,,5,,,,10,,,,350,,,
446,Ro18,213,213.5,Ro18-013,,0.019,4348389.352,5647549.174,25.71611419,Tannenberg Copper Project,,Ro18,Ro18-013,Core,Drill Core,Drillhole,,9.841258,50.9432515,25.71611419,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,-5,,,,190,,,,,,,,5,,,,10,,,,40,,,
447,Ro18,213.5,214,Ro18-014,,0.033,4348389.352,5647549.174,25.21611419,Tannenberg Copper Project,,Ro18,Ro18-014,Core,Drill Core,Drillhole,,9.841258,50.9432515,25.21611419,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,-5,,,,330,,,,,,,,10,,,,20,,,,40,,,
448,Ro18,214,214.5,Ro18-015,,0.025,4348389.352,5647549.174,24.71611419,Tannenberg Copper Project,,Ro18,Ro18-015,Core,Drill Core,Drillhole,,9.841258,50.9432515,24.71611419,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,5,,,,250,,,,,,,,20,,,,10,,,,10,,,
449,Ro18,214.5,215,Ro18-016,,0.22,4348389.352,5647549.174,24.21611419,Tannenberg Copper Project,,Ro18,Ro18-016,Core,Drill Core,Drillhole,,9.841258,50.9432515,24.21611419,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,5,,,,2200,,,,,,,,20,,,,10,,,,-10,,,
450,Ro18,215,215.5,Ro18-017,,0.006,4348389.352,5647549.174,23.71611419,Tannenberg Copper Project,,Ro18,Ro18-017,Core,Drill Core,Drillhole,,9.841258,50.9432515,23.71611419,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,5,,,,60,,,,,,,,20,,,,-10,,,,-10,,,
451,Ro18,215.5,216,Ro18-018,,0.002,4348389.352,5647549.174,23.21611419,Tannenberg Copper Project,,Ro18,Ro18-018,Core,Drill Core,Drillhole,,9.841258,50.9432515,23.21611419,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,5,,,,20,,,,,,,,20,,,,-10,,,,10,,,
452,Ro18,216,216.5,Ro18-019,,0.002,4348389.352,5647549.174,22.71611419,Tannenberg Copper Project,,Ro18,Ro18-019,Core,Drill Core,Drillhole,,9.841258,50.9432515,22.71611419,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,5,,,,20,,,,,,,,25,,,,10,,,,10,,,
453,Ro18,216.5,217,Ro18-020,,0.001,4348389.352,5647549.174,22.21611419,Tannenberg Copper Project,,Ro18,Ro18-020,Core,Drill Core,Drillhole,,9.841258,50.9432515,22.21611419,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,5,,,,10,,,,,,,,25,,,,-10,,,,10,,,
454,Ro18,217,217.5,Ro18-021,,0.002,4348389.352,5647549.174,21.71611419,Tannenberg Copper Project,,Ro18,Ro18-021,Core,Drill Core,Drillhole,,9.841258,50.9432515,21.71611419,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,5,,,,20,,,,,,,,20,,,,-10,,,,-10,,,
455,Ro18,217.5,218,Ro18-022,,0.002,4348389.352,5647549.174,21.21611419,Tannenberg Copper Project,,Ro18,Ro18-022,Core,Drill Core,Drillhole,,9.841258,50.9432515,21.21611419,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,5,,,,20,,,,,,,,25,,,,10,,,,10,,,
456,Ro18,218,218.5,Ro18-023,,0.001,4348389.352,5647549.174,20.71611419,Tannenberg Copper Project,,Ro18,Ro18-023,Core,Drill Core,Drillhole,,9.841258,50.9432515,20.71611419,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,5,,,,10,,,,,,,,25,,,,-10,,,,20,,,
457,Ro18,218.5,219,Ro18-024,,0.001,4348389.352,5647549.174,20.21611419,Tannenberg Copper Project,,Ro18,Ro18-024,Core,Drill Core,Drillhole,,9.841258,50.9432515,20.21611419,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,5,,,,10,,,,,,,,25,,,,-10,,,,20,,,
458,Ro19,336,336.45,Ro19-001,,0.007,4349107.011,5647349.794,-60.52236986,Tannenberg Copper Project,,Ro19,Ro19-001,Core,Drill Core,Drillhole,,9.8515444,50.9416488,-60.52236986,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,10,,,,70,,,,,,,,65,,,,420,,,,220,,,
459,Ro19,336.45,337,Ro19-002,,0.006,4349107.011,5647349.794,-61.02236986,Tannenberg Copper Project,,Ro19,Ro19-002,Core,Drill Core,Drillhole,,9.8515444,50.9416488,-61.02236986,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,15,,,,60,,,,,,,,65,,,,240,,,,70,,,
460,Ro19,337,337.5,Ro19-003,,0.005,4349107.011,5647349.794,-61.54736986,Tannenberg Copper Project,,Ro19,Ro19-003,Core,Drill Core,Drillhole,,9.8515444,50.9416488,-61.54736986,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,20,,,,50,,,,,,,,75,,,,500,,,,40,,,
461,Ro19,337.5,338,Ro19-004,,0.005,4349107.011,5647349.794,-62.04736986,Tannenberg Copper Project,,Ro19,Ro19-004,Core,Drill Core,Drillhole,,9.8515444,50.9416488,-62.04736986,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,15,,,,50,,,,,,,,75,,,,370,,,,970,,,
462,Ro19,338,338.5,Ro19-005,,0.004,4349107.011,5647349.794,-62.54736986,Tannenberg Copper Project,,Ro19,Ro19-005,Core,Drill Core,Drillhole,,9.8515444,50.9416488,-62.54736986,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,10,,,,40,,,,,,,,70,,,,1600,,,,10000,,,
463,Ro19,338.5,339,Ro19-006,,0.015,4349107.011,5647349.794,-63.04736986,Tannenberg Copper Project,,Ro19,Ro19-006,Core,Drill Core,Drillhole,,9.8515444,50.9416488,-63.04736986,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,10,,,,150,,,,,,,,40,,,,4900,,,,17000,,,
464,Ro19,339,339.5,Ro19-007,,0.035,4349107.011,5647349.794,-63.54736986,Tannenberg Copper Project,,Ro19,Ro19-007,Core,Drill Core,Drillhole,,9.8515444,50.9416488,-63.54736986,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,30,,,,350,,,,,,,,60,,,,15000,,,,23000,,,
465,Ro19,339.5,339.71,Ro19-008,,7.6,4349107.011,5647349.794,-63.90236986,Tannenberg Copper Project,,Ro19,Ro19-008,Core,Drill Core,Drillhole,,9.8515444,50.9416488,-63.90236986,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,600,,,,76000,,,,,,,,250,,,,450,,,,600,,,
466,Ro19,339.71,340,Ro19-009,,2.5,4349107.011,5647349.794,-64.15236986,Tannenberg Copper Project,,Ro19,Ro19-009,Core,Drill Core,Drillhole,,9.8515444,50.9416488,-64.15236986,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,100,,,,25000,,,,,,,,70,,,,150,,,,320,,,
467,Ro19,340,340.5,Ro19-010,,1.5,4349107.011,5647349.794,-64.54736986,Tannenberg Copper Project,,Ro19,Ro19-010,Core,Drill Core,Drillhole,,9.8515444,50.9416488,-64.54736986,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,-5,,,,15000,,,,,,,,5,,,,30,,,,180,,,
468,Ro19,340.5,341,Ro19-011,,1,4349107.011,5647349.794,-65.04736986,Tannenberg Copper Project,,Ro19,Ro19-011,Core,Drill Core,Drillhole,,9.8515444,50.9416488,-65.04736986,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,-5,,,,10000,,,,,,,,-5,,,,30,,,,60,,,
469,Ro19,341,341.5,Ro19-012,,1.3,4349107.011,5647349.794,-65.54736986,Tannenberg Copper Project,,Ro19,Ro19-012,Core,Drill Core,Drillhole,,9.8515444,50.9416488,-65.54736986,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,-5,,,,13000,,,,,,,,-5,,,,20,,,,40,,,
470,Ro19,341.5,342,Ro19-013,,0.43,4349107.011,5647349.794,-66.04736986,Tannenberg Copper Project,,Ro19,Ro19-013,Core,Drill Core,Drillhole,,9.8515444,50.9416488,-66.04736986,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,-5,,,,4300,,,,,,,,-5,,,,10,,,,30,,,
471,Ro19,342,342.5,Ro19-014,,-0.001,4349107.011,5647349.794,-66.54736986,Tannenberg Copper Project,,Ro19,Ro19-014,Core,Drill Core,Drillhole,,9.8515444,50.9416488,-66.54736986,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,-5,,,,-10,,,,,,,,-5,,,,-10,,,,-10,,,
472,Ro19,342.5,343,Ro19-015,,-0.001,4349107.011,5647349.794,-67.04736986,Tannenberg Copper Project,,Ro19,Ro19-015,Core,Drill Core,Drillhole,,9.8515444,50.9416488,-67.04736986,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,-5,,,,-10,,,,,,,,-5,,,,-10,,,,-10,,,
473,Ro19,343,343.5,Ro19-016,,-0.001,4349107.011,5647349.794,-67.54736986,Tannenberg Copper Project,,Ro19,Ro19-016,Core,Drill Core,Drillhole,,9.8515444,50.9416488,-67.54736986,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,-5,,,,-10,,,,,,,,-5,,,,-10,,,,-10,,,
474,Ro19,343.5,344,Ro19-017,,-0.001,4349107.011,5647349.794,-68.04736986,Tannenberg Copper Project,,Ro19,Ro19-017,Core,Drill Core,Drillhole,,9.8515444,50.9416488,-68.04736986,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,-5,,,,-10,,,,,,,,-5,,,,-10,,,,-10,,,
475,Ro20,373,373.5,Ro20-001,,0.01,4349264.423,5646912.932,-113.1065396,Tannenberg Copper Project,,Ro20,Ro20-001,Core,Drill Core,Drillhole,,9.8539631,50.9377657,-113.1065396,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,100,,,,,,,,,,,,170,,,,60,,,
476,Ro20,373.5,374,Ro20-002,,0.006,4349264.423,5646912.932,-113.6065396,Tannenberg Copper Project,,Ro20,Ro20-002,Core,Drill Core,Drillhole,,9.8539631,50.9377657,-113.6065396,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,60,,,,,,,,,,,,150,,,,50,,,
477,Ro20,374,374.5,Ro20-003,,0.006,4349264.423,5646912.932,-114.1065396,Tannenberg Copper Project,,Ro20,Ro20-003,Core,Drill Core,Drillhole,,9.8539631,50.9377657,-114.1065396,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,60,,,,,,,,,,,,280,,,,60,,,
478,Ro20,374.5,375,Ro20-004,,0.004,4349264.423,5646912.932,-114.6065396,Tannenberg Copper Project,,Ro20,Ro20-004,Core,Drill Core,Drillhole,,9.8539631,50.9377657,-114.6065396,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,40,,,,,,,,,,,,380,,,,50,,,
479,Ro20,375,375.5,Ro20-005,,0.012,4349264.423,5646912.932,-115.1065396,Tannenberg Copper Project,,Ro20,Ro20-005,Core,Drill Core,Drillhole,,9.8539631,50.9377657,-115.1065396,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,120,,,,,,,,,,,,160,,,,30,,,
480,Ro20,375.5,376,Ro20-006,,0.007,4349264.423,5646912.932,-115.6065396,Tannenberg Copper Project,,Ro20,Ro20-006,Core,Drill Core,Drillhole,,9.8539631,50.9377657,-115.6065396,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,70,,,,,,,,,,,,140,,,,50,,,
481,Ro20,376,376.5,Ro20-007,,0.005,4349264.423,5646912.932,-116.1065396,Tannenberg Copper Project,,Ro20,Ro20-007,Core,Drill Core,Drillhole,,9.8539631,50.9377657,-116.1065396,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,50,,,,,,,,,,,,270,,,,70,,,
482,Ro20,376.5,377,Ro20-008,,0.007,4349264.423,5646912.932,-116.6065396,Tannenberg Copper Project,,Ro20,Ro20-008,Core,Drill Core,Drillhole,,9.8539631,50.9377657,-116.6065396,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,70,,,,,,,,,,,,1000,,,,5000,,,
483,Ro20,377,377.22,Ro20-009,,0.005,4349264.423,5646912.932,-116.9665396,Tannenberg Copper Project,,Ro20,Ro20-009,Core,Drill Core,Drillhole,,9.8539631,50.9377657,-116.9665396,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,50,,,,,,,,,,,,2300,,,,8900,,,
484,Ro20,377.22,377.53,Ro20-010,,0.022,4349264.423,5646912.932,-117.2315396,Tannenberg Copper Project,,Ro20,Ro20-010,Core,Drill Core,Drillhole,,9.8539631,50.9377657,-117.2315396,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,220,,,,,,,,,,,,4600,,,,13000,,,
485,Ro20,377.53,378,Ro20-011,,4.1,4349264.423,5646912.932,-117.6215396,Tannenberg Copper Project,,Ro20,Ro20-011,Core,Drill Core,Drillhole,,9.8539631,50.9377657,-117.6215396,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,41000,,,,,,,,,,,,950,,,,4300,,,
486,Ro20,378,378.22,Ro20-012,,1.1,4349264.423,5646912.932,-117.9665396,Tannenberg Copper Project,,Ro20,Ro20-012,Core,Drill Core,Drillhole,,9.8539631,50.9377657,-117.9665396,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,11000,,,,,,,,,,,,50,,,,220,,,
487,Ro20,378.22,378.68,Ro20-013,,0.14,4349264.423,5646912.932,-118.3065396,Tannenberg Copper Project,,Ro20,Ro20-013,Core,Drill Core,Drillhole,,9.8539631,50.9377657,-118.3065396,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1400,,,,,,,,,,,,30,,,,60,,,
488,Ro20,378.68,379,Ro20-014,,0.021,4349264.423,5646912.932,-118.6965396,Tannenberg Copper Project,,Ro20,Ro20-014,Core,Drill Core,Drillhole,,9.8539631,50.9377657,-118.6965396,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,210,,,,,,,,,,,,20,,,,50,,,
489,Ro20,379,379.5,Ro20-015,,0.018,4349264.423,5646912.932,-119.1065396,Tannenberg Copper Project,,Ro20,Ro20-015,Core,Drill Core,Drillhole,,9.8539631,50.9377657,-119.1065396,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,180,,,,,,,,,,,,20,,,,30,,,
490,Ro20,379.5,380,Ro20-016,,0.025,4349264.423,5646912.932,-119.6065396,Tannenberg Copper Project,,Ro20,Ro20-016,Core,Drill Core,Drillhole,,9.8539631,50.9377657,-119.6065396,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,250,,,,,,,,,,,,20,,,,30,,,
491,Ro20,380,380.5,Ro20-017,,0.024,4349264.423,5646912.932,-120.1065396,Tannenberg Copper Project,,Ro20,Ro20-017,Core,Drill Core,Drillhole,,9.8539631,50.9377657,-120.1065396,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,240,,,,,,,,,,,,30,,,,70,,,
492,Ro20,380.5,381,Ro20-018,,0.005,4349264.423,5646912.932,-120.6065396,Tannenberg Copper Project,,Ro20,Ro20-018,Core,Drill Core,Drillhole,,9.8539631,50.9377657,-120.6065396,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,50,,,,,,,,,,,,30,,,,20,,,
493,Ro21,196,196.5,Ro21-001,,0.006,4348104.98,5647941.15,33.21257812,Tannenberg Copper Project,,Ro21,Ro21-001,Core,Drill Core,Drillhole,,9.8370514,50.9466976,33.21257812,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,60,,,,,,,,,,,,520,,,,100,,,
494,Ro21,196.5,197,Ro21-002,,0.006,4348104.98,5647941.15,32.71257812,Tannenberg Copper Project,,Ro21,Ro21-002,Core,Drill Core,Drillhole,,9.8370514,50.9466976,32.71257812,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,60,,,,,,,,,,,,730,,,,650,,,
495,Ro21,197,197.5,Ro21-003,,0.013,4348104.98,5647941.15,32.21257812,Tannenberg Copper Project,,Ro21,Ro21-003,Core,Drill Core,Drillhole,,9.8370514,50.9466976,32.21257812,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,130,,,,,,,,,,,,1000,,,,970,,,
496,Ro21,197.5,198,Ro21-004,,0.006,4348104.98,5647941.15,31.71257812,Tannenberg Copper Project,,Ro21,Ro21-004,Core,Drill Core,Drillhole,,9.8370514,50.9466976,31.71257812,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,60,,,,,,,,,,,,3000,,,,11000,,,
497,Ro21,198,198.5,Ro21-005,,0.019,4348104.98,5647941.15,31.21257812,Tannenberg Copper Project,,Ro21,Ro21-005,Core,Drill Core,Drillhole,,9.8370514,50.9466976,31.21257812,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,190,,,,,,,,,,,,7200,,,,18000,,,
498,Ro21,198.5,199,Ro21-006,,0.046,4348104.98,5647941.15,30.71257812,Tannenberg Copper Project,,Ro21,Ro21-006,Core,Drill Core,Drillhole,,9.8370514,50.9466976,30.71257812,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,460,,,,,,,,,,,,20000,,,,23000,,,
