fid,HoleID,From,To,SampleID,Length_mm,Cu_pc,mid_x,mid_y,mid_z,PROJECTCOD,PNTPROSPC,HOLEID,SAMPLEID,SAMPLETYPE,SapSubType,Point_Type,SF_Observe,WGS84_CALX,WGS84_CALY,WGS84_CALZ,CoordSurv,SurvInstr,SampleDate,SAMPLEDBY,Lith1,Lith2,LT_Color1,LT_Color2,Lith_Desc,Alt_Assbl1,Alt1,Alt2,Alt3,Alt_Desc,MN_Miner_1,MN_Miner_2,MN_Miner_3,Min_Desc,Lab_L_D,Dsptch_L_D,SmpDspDate,Labjobno,SmpRetDate,AnalysisLD,GenerMeth,SampWt_g_D,RecvdWt_g,Ag_ppm,Ag_ppm_GMD,Ag_ppm_LDD,Ag_ppm_UDD,Co_ppm,Co_ppm_GMD,Co_ppm_LDD,Co_ppm_UDD,Cu_ppm,Cu_ppm_GMD,Cu_ppm_LDD,Cu_ppm_UDD,Fe_pct,Fe_pct_GMD,Fe_pct_LDD,Fe_pct_UDD,Ni_ppm,Ni_ppm_GMD,Ni_ppm_LDD,Ni_ppm_UDD,Pb_ppm,Pb_ppm_GMD,Pb_ppm_LDD,Pb_ppm_UDD,Zn_ppm,Zn_ppm_GMD,Zn_ppm_LDD,Zn_ppm_UDD
696,Ro39,186.5,187,RO39/5,500,0.11,4358152.45,5656841.79,130.7900556,Tannenberg Copper Project,,Ro39,RO39/5,Core,Drill Core,Drillhole,,9.9764537,51.0292144,130.7900556,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1100,,,,,,,,,,,,3000,,,,4300,,,
697,Ro39,187,187.2,RO39/6,200,0.014,4358152.45,5656841.79,130.4400556,Tannenberg Copper Project,,Ro39,RO39/6,Core,Drill Core,Drillhole,,9.9764537,51.0292144,130.4400556,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,140,,,,,,,,,,,,15000,,,,11000,,,
698,Ro39,187.2,187.5,RO39/7,300,0.071,4358152.45,5656841.79,130.1900556,Tannenberg Copper Project,,Ro39,RO39/7,Core,Drill Core,Drillhole,,9.9764537,51.0292144,130.1900556,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,710,,,,,,,,,,,,2900,,,,1200,,,
699,Ro39,187.5,188,RO39/8,500,0.1,4358152.45,5656841.79,129.7900556,Tannenberg Copper Project,,Ro39,RO39/8,Core,Drill Core,Drillhole,,9.9764537,51.0292144,129.7900556,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,1000,,,,,,,,,,,,600,,,,460,,,
700,Ro39,188,188.5,RO39/9,500,0.25,4358152.45,5656841.79,129.2900556,Tannenberg Copper Project,,Ro39,RO39/9,Core,Drill Core,Drillhole,,9.9764537,51.0292144,129.2900556,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,2500,,,,,,,,,,,,130,,,,230,,,
701,Ro40,339,339.5,RO40/1,500,0.065,4339917.772,5652779.291,4.212951091,Tannenberg Copper Project,,Ro40,RO40/1,Core,Drill Core,Drillhole,,9.7185158,50.9879386,4.212951091,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,650,,,,,,,,,,,,20,,,,15,,,
702,Ro40,339.5,340,RO40/2,500,0.01,4339917.772,5652779.291,3.712951091,Tannenberg Copper Project,,Ro40,RO40/2,Core,Drill Core,Drillhole,,9.7185158,50.9879386,3.712951091,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,100,,,,,,,,,,,,10,,,,25,,,
703,Ro40,340,340.5,RO40/3,500,0.015,4339917.772,5652779.291,3.212951091,Tannenberg Copper Project,,Ro40,RO40/3,Core,Drill Core,Drillhole,,9.7185158,50.9879386,3.212951091,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,150,,,,,,,,,,,,20,,,,15,,,
704,Ro40,340.5,341,RO40/4,500,0.041,4339917.772,5652779.291,2.712951091,Tannenberg Copper Project,,Ro40,RO40/4,Core,Drill Core,Drillhole,,9.7185158,50.9879386,2.712951091,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,410,,,,,,,,,,,,20,,,,210,,,
705,Ro40,341,341.5,RO40/5,500,0.012,4339917.772,5652779.291,2.212951091,Tannenberg Copper Project,,Ro40,RO40/5,Core,Drill Core,Drillhole,,9.7185158,50.9879386,2.212951091,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,120,,,,,,,,,,,,20,,,,10,,,
706,Ro40,341.5,342,RO40/6,500,0.0095,4339917.772,5652779.291,1.712951091,Tannenberg Copper Project,,Ro40,RO40/6,Core,Drill Core,Drillhole,,9.7185158,50.9879386,1.712951091,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,95,,,,,,,,,,,,20,,,,15,,,
707,Ro40,342,342.17,RO40/7,170,0.11,4339917.772,5652779.291,1.377951091,Tannenberg Copper Project,,Ro40,RO40/7,Core,Drill Core,Drillhole,,9.7185158,50.9879386,1.377951091,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1100,,,,,,,,,,,,30,,,,40,,,
708,Ro40,342.17,342.5,RO40/8,330,0.027,4339917.772,5652779.291,1.127951091,Tannenberg Copper Project,,Ro40,RO40/8,Core,Drill Core,Drillhole,,9.7185158,50.9879386,1.127951091,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,270,,,,,,,,,,,,10,,,,10,,,
709,Ro40,342.5,343,RO40/9,500,0.026,4339917.772,5652779.291,0.712951091,Tannenberg Copper Project,,Ro40,RO40/9,Core,Drill Core,Drillhole,,9.7185158,50.9879386,0.712951091,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,260,,,,,,,,,,,,10,,,,10,,,
710,Ro40,343,343.5,RO40/10,500,0.028,4339917.772,5652779.291,0.212951091,Tannenberg Copper Project,,Ro40,RO40/10,Core,Drill Core,Drillhole,,9.7185158,50.9879386,0.212951091,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,280,,,,,,,,,,,,10,,,,10,,,
711,Ro40,343.5,344,RO40/11,500,0.02,4339917.772,5652779.291,-0.287048909,Tannenberg Copper Project,,Ro40,RO40/11,Core,Drill Core,Drillhole,,9.7185158,50.9879386,-0.287048909,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,200,,,,,,,,,,,,10,,,,5,,,
712,Ro41,412,412.5,RO41/1,500,0.065,4346982.24,5647411.217,-163.2768387,Tannenberg Copper Project,,Ro41,RO41/1,Core,Drill Core,Drillhole,,9.8213097,50.9416407,-163.2768387,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,650,,,,,,,,,,,,30,,,,100,,,
713,Ro41,412.5,413,RO41/2,500,0.054,4346982.24,5647411.217,-163.7768387,Tannenberg Copper Project,,Ro41,RO41/2,Core,Drill Core,Drillhole,,9.8213097,50.9416407,-163.7768387,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,540,,,,,,,,,,,,25,,,,40,,,
714,Ro41,413,413.5,RO41/3,500,0.21,4346982.24,5647411.217,-164.2768387,Tannenberg Copper Project,,Ro41,RO41/3,Core,Drill Core,Drillhole,,9.8213097,50.9416407,-164.2768387,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,2100,,,,,,,,,,,,30,,,,30,,,
715,Ro41,413.5,414,RO41/4,500,0.15,4346982.24,5647411.217,-164.7768387,Tannenberg Copper Project,,Ro41,RO41/4,Core,Drill Core,Drillhole,,9.8213097,50.9416407,-164.7768387,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,1500,,,,,,,,,,,,25,,,,35,,,
716,Ro41,414,414.35,RO41/5,350,0.25,4346982.24,5647411.217,-165.2018387,Tannenberg Copper Project,,Ro41,RO41/5,Core,Drill Core,Drillhole,,9.8213097,50.9416407,-165.2018387,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2500,,,,,,,,,,,,25,,,,35,,,
717,Ro41,414.35,414.85,RO41/6,500,0.45,4346982.24,5647411.217,-165.6268387,Tannenberg Copper Project,,Ro41,RO41/6,Core,Drill Core,Drillhole,,9.8213097,50.9416407,-165.6268387,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,4500,,,,,,,,,,,,40,,,,25,,,
718,Ro41,414.85,415,RO41/7,150,0.044,4346982.24,5647411.217,-165.9518387,Tannenberg Copper Project,,Ro41,RO41/7,Core,Drill Core,Drillhole,,9.8213097,50.9416407,-165.9518387,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,440,,,,,,,,,,,,10,,,,20,,,
719,Ro41,415,415.4,RO41/8,400,0.004,4346982.24,5647411.217,-166.2268387,Tannenberg Copper Project,,Ro41,RO41/8,Core,Drill Core,Drillhole,,9.8213097,50.9416407,-166.2268387,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,40,,,,,,,,,,,,-5,,,,10,,,
720,Ro41,415.4,416,RO41/9,600,0.002,4346982.24,5647411.217,-166.7268387,Tannenberg Copper Project,,Ro41,RO41/9,Core,Drill Core,Drillhole,,9.8213097,50.9416407,-166.7268387,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,20,,,,,,,,,,,,5,,,,10,,,
721,Ro41,416,416.5,RO41/10,500,0.0015,4346982.24,5647411.217,-167.2768387,Tannenberg Copper Project,,Ro41,RO41/10,Core,Drill Core,Drillhole,,9.8213097,50.9416407,-167.2768387,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,15,,,,,,,,,,,,-5,,,,5,,,
722,Ro41,416.5,417,RO41/11,500,0.001,4346982.24,5647411.217,-167.7768387,Tannenberg Copper Project,,Ro41,RO41/11,Core,Drill Core,Drillhole,,9.8213097,50.9416407,-167.7768387,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,10,,,,,,,,,,,,5,,,,5,,,
723,Ro41,417,417.5,RO41/12,500,0.001,4346982.24,5647411.217,-168.2768387,Tannenberg Copper Project,,Ro41,RO41/12,Core,Drill Core,Drillhole,,9.8213097,50.9416407,-168.2768387,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,10,,,,,,,,,,,,5,,,,10,,,
724,Ro41,417.5,418,RO41/13,500,0.001,4346982.24,5647411.217,-168.7768387,Tannenberg Copper Project,,Ro41,RO41/13,Core,Drill Core,Drillhole,,9.8213097,50.9416407,-168.7768387,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,10,,,,,,,,,,,,-5,,,,10,,,
725,Ro42,281,281.5,RO42/1,500,0.0025,4348169.63,5647069.59,-34.54267989,Tannenberg Copper Project,,Ro42,RO42/1,Core,Drill Core,Drillhole,,9.8383338,50.9388858,-34.54267989,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,25,,,,,,,,,,,,20,,,,30,,,
726,Ro42,281.5,282,RO42/2,500,0.055,4348169.63,5647069.59,-35.04267989,Tannenberg Copper Project,,Ro42,RO42/2,Core,Drill Core,Drillhole,,9.8383338,50.9388858,-35.04267989,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,550,,,,,,,,,,,,35,,,,60,,,
727,Ro42,282,282.5,RO42/3,500,0.075,4348169.63,5647069.59,-35.54267989,Tannenberg Copper Project,,Ro42,RO42/3,Core,Drill Core,Drillhole,,9.8383338,50.9388858,-35.54267989,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,750,,,,,,,,,,,,40,,,,55,,,
728,Ro42,282.5,283,RO42/4,500,0.0065,4348169.63,5647069.59,-36.04267989,Tannenberg Copper Project,,Ro42,RO42/4,Core,Drill Core,Drillhole,,9.8383338,50.9388858,-36.04267989,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,65,,,,,,,,,,,,15,,,,35,,,
729,Ro42,283,283.5,RO42/5,500,0.014,4348169.63,5647069.59,-36.54267989,Tannenberg Copper Project,,Ro42,RO42/5,Core,Drill Core,Drillhole,,9.8383338,50.9388858,-36.54267989,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,140,,,,,,,,,,,,40,,,,50,,,
730,Ro42,283.5,284,RO42/6,500,0.0095,4348169.63,5647069.59,-37.04267989,Tannenberg Copper Project,,Ro42,RO42/6,Core,Drill Core,Drillhole,,9.8383338,50.9388858,-37.04267989,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,95,,,,,,,,,,,,55,,,,50,,,
731,Ro42,284,284.55,RO42/7,550,0.025,4348169.63,5647069.59,-37.56767989,Tannenberg Copper Project,,Ro42,RO42/7,Core,Drill Core,Drillhole,,9.8383338,50.9388858,-37.56767989,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,250,,,,,,,,,,,,65,,,,40,,,
732,Ro42,284.55,285,RO42/8,450,0.17,4348169.63,5647069.59,-38.06767989,Tannenberg Copper Project,,Ro42,RO42/8,Core,Drill Core,Drillhole,,9.8383338,50.9388858,-38.06767989,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,1700,,,,,,,,,,,,30,,,,25,,,
733,Ro42,285,285.5,RO42/9,500,0.01,4348169.63,5647069.59,-38.54267989,Tannenberg Copper Project,,Ro42,RO42/9,Core,Drill Core,Drillhole,,9.8383338,50.9388858,-38.54267989,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,100,,,,,,,,,,,,15,,,,10,,,
734,Ro42,285.5,286,RO42/10,500,0.0025,4348169.63,5647069.59,-39.04267989,Tannenberg Copper Project,,Ro42,RO42/10,Core,Drill Core,Drillhole,,9.8383338,50.9388858,-39.04267989,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,25,,,,,,,,,,,,10,,,,20,,,
735,Ro42,286,286.5,RO42/11,500,0.001,4348169.63,5647069.59,-39.54267989,Tannenberg Copper Project,,Ro42,RO42/11,Core,Drill Core,Drillhole,,9.8383338,50.9388858,-39.54267989,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,10,,,,,,,,,,,,10,,,,20,,,
736,Ro42,286.5,287,RO42/12,500,0.001,4348169.63,5647069.59,-40.04267989,Tannenberg Copper Project,,Ro42,RO42/12,Core,Drill Core,Drillhole,,9.8383338,50.9388858,-40.04267989,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,10,,,,,,,,,,,,5,,,,20,,,
737,Ro43,469,469.5,RO43/1,500,0.004,4344246.94,5644769.52,-249.9200153,Tannenberg Copper Project,,Ro43,RO43/1,Core,Drill Core,Drillhole,,9.78355,50.91718,-249.9200153,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,40,,,,,,,,,,,,100,,,,40,,,
738,Ro43,469.5,470,RO43/2,500,0.0055,4344246.94,5644769.52,-250.4200153,Tannenberg Copper Project,,Ro43,RO43/2,Core,Drill Core,Drillhole,,9.78355,50.91718,-250.4200153,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,55,,,,,,,,,,,,250,,,,55,,,
739,Ro43,470,470.5,RO43/3,500,0.019,4344246.94,5644769.52,-250.9200153,Tannenberg Copper Project,,Ro43,RO43/3,Core,Drill Core,Drillhole,,9.78355,50.91718,-250.9200153,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,190,,,,,,,,,,,,210,,,,50,,,
740,Ro43,470.5,471,RO43/4,500,0.019,4344246.94,5644769.52,-251.4200153,Tannenberg Copper Project,,Ro43,RO43/4,Core,Drill Core,Drillhole,,9.78355,50.91718,-251.4200153,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,190,,,,,,,,,,,,100,,,,40,,,
741,Ro43,471,471.25,RO43/5,250,0.2,4344246.94,5644769.52,-251.7950153,Tannenberg Copper Project,,Ro43,RO43/5,Core,Drill Core,Drillhole,,9.78355,50.91718,-251.7950153,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,2000,,,,,,,,,,,,2600,,,,850,,,
742,Ro43,471.25,471.5,RO43/6,250,0.1,4344246.94,5644769.52,-252.0450153,Tannenberg Copper Project,,Ro43,RO43/6,Core,Drill Core,Drillhole,,9.78355,50.91718,-252.0450153,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1000,,,,,,,,,,,,610,,,,750,,,
743,Ro43,471.5,472,RO43/7,500,0.059,4344246.94,5644769.52,-252.4200153,Tannenberg Copper Project,,Ro43,RO43/7,Core,Drill Core,Drillhole,,9.78355,50.91718,-252.4200153,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,590,,,,,,,,,,,,35,,,,75,,,
744,Ro43,472,472.5,RO43/8,500,0.045,4344246.94,5644769.52,-252.9200153,Tannenberg Copper Project,,Ro43,RO43/8,Core,Drill Core,Drillhole,,9.78355,50.91718,-252.9200153,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,450,,,,,,,,,,,,15,,,,45,,,
745,Ro43,472.5,473,RO43/9,500,0.084,4344246.94,5644769.52,-253.4200153,Tannenberg Copper Project,,Ro43,RO43/9,Core,Drill Core,Drillhole,,9.78355,50.91718,-253.4200153,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,840,,,,,,,,,,,,20,,,,120,,,
746,Ro43,473,473.5,RO43/10,500,0.021,4344246.94,5644769.52,-253.9200153,Tannenberg Copper Project,,Ro43,RO43/10,Core,Drill Core,Drillhole,,9.78355,50.91718,-253.9200153,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,210,,,,,,,,,,,,10,,,,30,,,
747,Ro43,473.5,474,RO43/11,500,0.006,4344246.94,5644769.52,-254.4200153,Tannenberg Copper Project,,Ro43,RO43/11,Core,Drill Core,Drillhole,,9.78355,50.91718,-254.4200153,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,60,,,,,,,,,,,,10,,,,15,,,
748,Ro44,240,240.5,RO44/1,500,0.014,4338909.61,5653220.79,49.48734989,Tannenberg Copper Project,,Ro44,RO44/1,Core,Drill Core,Drillhole,,9.7039735,50.9916229,49.48734989,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,140,,,,,,,,,,,,25,,,,50,,,
749,Ro44,240.5,241,RO44/2,500,0.015,4338909.61,5653220.79,48.98734989,Tannenberg Copper Project,,Ro44,RO44/2,Core,Drill Core,Drillhole,,9.7039735,50.9916229,48.98734989,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,150,,,,,,,,,,,,40,,,,55,,,
750,Ro44,241,241.5,RO44/3,500,0.047,4338909.61,5653220.79,48.48734989,Tannenberg Copper Project,,Ro44,RO44/3,Core,Drill Core,Drillhole,,9.7039735,50.9916229,48.48734989,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,470,,,,,,,,,,,,75,,,,75,,,
751,Ro44,241.5,242,RO44/4,500,0.016,4338909.61,5653220.79,47.98734989,Tannenberg Copper Project,,Ro44,RO44/4,Core,Drill Core,Drillhole,,9.7039735,50.9916229,47.98734989,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,160,,,,,,,,,,,,110,,,,70,,,
752,Ro44,242,242.5,RO44/5,500,0.018,4338909.61,5653220.79,47.48734989,Tannenberg Copper Project,,Ro44,RO44/5,Core,Drill Core,Drillhole,,9.7039735,50.9916229,47.48734989,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,180,,,,,,,,,,,,30,,,,55,,,
753,Ro44,242.5,243,RO44/6,500,0.02,4338909.61,5653220.79,46.98734989,Tannenberg Copper Project,,Ro44,RO44/6,Core,Drill Core,Drillhole,,9.7039735,50.9916229,46.98734989,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,200,,,,,,,,,,,,25,,,,55,,,
754,Ro45,265,265.5,RO45/1,500,0.011,4356946.088,5656715.757,146.5740783,Tannenberg Copper Project,,Ro45,RO45/1,Core,Drill Core,Drillhole,,9.9593182,51.0277833,146.5740783,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,110,,,,,,,,,,,,260,,,,95,,,
755,Ro45,265.5,266,RO45/2,500,0.023,4356946.088,5656715.757,146.0740783,Tannenberg Copper Project,,Ro45,RO45/2,Core,Drill Core,Drillhole,,9.9593182,51.0277833,146.0740783,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,230,,,,,,,,,,,,55,,,,50,,,
756,Ro45,266,266.5,RO45/3,500,0.011,4356946.088,5656715.757,145.5740783,Tannenberg Copper Project,,Ro45,RO45/3,Core,Drill Core,Drillhole,,9.9593182,51.0277833,145.5740783,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,110,,,,,,,,,,,,65,,,,55,,,
757,Ro45,266.5,267,RO45/4,500,0.022,4356946.088,5656715.757,145.0740783,Tannenberg Copper Project,,Ro45,RO45/4,Core,Drill Core,Drillhole,,9.9593182,51.0277833,145.0740783,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,220,,,,,,,,,,,,60,,,,45,,,
758,Ro45,267,267.5,RO45/5,500,0.031,4356946.088,5656715.757,144.5740783,Tannenberg Copper Project,,Ro45,RO45/5,Core,Drill Core,Drillhole,,9.9593182,51.0277833,144.5740783,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,310,,,,,,,,,,,,50,,,,35,,,
759,Ro45,267.5,268,RO45/6,500,0.068,4356946.088,5656715.757,144.0740783,Tannenberg Copper Project,,Ro45,RO45/6,Core,Drill Core,Drillhole,,9.9593182,51.0277833,144.0740783,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,680,,,,,,,,,,,,55,,,,30,,,
760,Ro45,268,268.5,RO45/7,500,0.35,4356946.088,5656715.757,143.5740783,Tannenberg Copper Project,,Ro45,RO45/7,Core,Drill Core,Drillhole,,9.9593182,51.0277833,143.5740783,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3500,,,,,,,,,,,,200,,,,260,,,
761,Ro45,268.5,269,RO45/8,500,2.3,4356946.088,5656715.757,143.0740783,Tannenberg Copper Project,,Ro45,RO45/8,Core,Drill Core,Drillhole,,9.9593182,51.0277833,143.0740783,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,23000,,,,,,,,,,,,320,,,,2500,,,
762,Ro45,269,269.28,RO45/9,280,4.8,4356946.088,5656715.757,142.6840783,Tannenberg Copper Project,,Ro45,RO45/9,Core,Drill Core,Drillhole,,9.9593182,51.0277833,142.6840783,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,48000,,,,,,,,,,,,85,,,,270,,,
763,Ro45,269.28,269.63,RO45/10,350,0.59,4356946.088,5656715.757,142.3690783,Tannenberg Copper Project,,Ro45,RO45/10,Core,Drill Core,Drillhole,,9.9593182,51.0277833,142.3690783,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,5900,,,,,,,,,,,,160,,,,55,,,
764,Ro45,269.63,270,RO45/11,370,1,4356946.088,5656715.757,142.0090783,Tannenberg Copper Project,,Ro45,RO45/11,Core,Drill Core,Drillhole,,9.9593182,51.0277833,142.0090783,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,10000,,,,,,,,,,,,85,,,,25,,,
765,RO30,275.5,276,RO 30/1,500,0.037,4347604.256,5647936.498,-28.88351704,Tannenberg Copper Project,,RO30,RO 30/1,Core,Drill Core,Drillhole,,9.8299335,50.9465237,-28.88351704,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370,,,,,,,,,,,,100,,,,100,,,
766,RO30,276,276.5,RO 30/2,500,0.043,4347604.256,5647936.498,-29.38351704,Tannenberg Copper Project,,RO30,RO 30/2,Core,Drill Core,Drillhole,,9.8299335,50.9465237,-29.38351704,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,,,,,,,,,,,,20,,,,220,,,
767,RO30,276.5,277,RO 30/3,500,0.03,4347604.256,5647936.498,-29.88351704,Tannenberg Copper Project,,RO30,RO 30/3,Core,Drill Core,Drillhole,,9.8299335,50.9465237,-29.88351704,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,10,,,,35,,,
768,RO30,277,277.5,RO 30/4,500,0.022,4347604.256,5647936.498,-30.38351704,Tannenberg Copper Project,,RO30,RO 30/4,Core,Drill Core,Drillhole,,9.8299335,50.9465237,-30.38351704,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,,,,,,,,,,,,10,,,,35,,,
769,RO30,277.5,278,RO 30/5,500,0.29,4347604.256,5647936.498,-30.88351704,Tannenberg Copper Project,,RO30,RO 30/5,Core,Drill Core,Drillhole,,9.8299335,50.9465237,-30.88351704,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900,,,,,,,,,,,,15,,,,190,,,
770,RO30,278,278.5,RO 30/6,500,0.024,4347604.256,5647936.498,-31.38351704,Tannenberg Copper Project,,RO30,RO 30/6,Core,Drill Core,Drillhole,,9.8299335,50.9465237,-31.38351704,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,5,,,,140,,,
771,Ro25,530.23,530.73,Ro25/1,500,0.006,4349554.28,5646655.88,-199.852141,Tannenberg Copper Project,,Ro25,Ro25/1,Core,Drill Core,Drillhole,,9.85819,50.9355324,-199.852141,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,110,,,,65,,,
772,Ro25,530.73,531.23,Ro25/2,500,0.011,4349554.28,5646655.88,-200.352141,Tannenberg Copper Project,,Ro25,Ro25/2,Core,Drill Core,Drillhole,,9.85819,50.9355324,-200.352141,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,80,,,,45,,,
773,Ro25,531.23,531.73,Ro25/3,500,0.0015,4349554.28,5646655.88,-200.852141,Tannenberg Copper Project,,Ro25,Ro25/3,Core,Drill Core,Drillhole,,9.85819,50.9355324,-200.852141,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,90,,,,50,,,
774,Ro25,531.73,532.23,Ro25/4,500,0.0025,4349554.28,5646655.88,-201.352141,Tannenberg Copper Project,,Ro25,Ro25/4,Core,Drill Core,Drillhole,,9.85819,50.9355324,-201.352141,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,750,,,,80,,,
